"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.950749625E0,-9.460327148E-2,5.547463989E-1,9.743837585E0
7.960722625E0,-8.711883545E-2,5.337899780E-1,9.685908051E0
7.970695625E0,-5.493576050E-2,4.938230896E-1,9.707463226E0
7.980668625E0,1.167572021E-2,4.701722717E-1,9.739646301E0
7.990641625E0,4.445755005E-2,4.596940613E-1,9.721084900E0
8.000614625E0,2.664459229E-2,4.722679138E-1,9.711953888E0
8.010587625E0,3.353027344E-2,4.855902100E-1,9.744586029E0
8.020560625E0,-2.993774414E-4,4.938230896E-1,9.746531982E0
8.030533625E0,6.586303711E-3,5.165757751E-1,9.728868713E0
8.040506625E0,6.885681152E-3,5.261558533E-1,9.727521515E0
8.050479625E0,2.724334717E-2,5.396278381E-1,9.728419647E0
8.060452625E0,3.083587646E-2,5.301974487E-1,9.732610931E0
8.070425625E0,5.164260864E-2,5.010081482E-1,9.711654510E0
8.080398625E0,2.754272461E-2,4.806504822E-1,9.686656494E0
8.090371625E0,9.131011963E-3,4.857398987E-1,9.746981049E0
8.100344625E0,4.969665527E-2,4.647834778E-1,9.771080933E0
8.110318625E0,4.430786133E-2,4.517605591E-1,9.731712799E0
8.120291625E0,3.951782227E-2,4.629872131E-1,9.728868713E0
8.130264625E0,6.975494385E-2,4.564009094E-1,9.745334473E0
8.140237625E0,8.846603394E-2,4.616400146E-1,9.715845795E0
8.150210625E0,3.233276367E-2,4.608915710E-1,9.708061981E0
8.160183625E0,2.559677124E-2,4.415817261E-1,9.720635834E0
8.170156625E0,1.706451416E-2,4.355941772E-1,9.725276184E0
8.180129625E0,-1.437011719E-2,4.415817261E-1,9.743089142E0
8.190102625E0,1.002914429E-2,4.523593140E-1,9.723928986E0
8.200075625E0,-1.721420288E-2,4.534071350E-1,9.730964355E0
8.210048625E0,2.918930054E-2,4.451742554E-1,9.762398987E0
8.220021625E0,4.595443726E-2,4.191284180E-1,9.728569336E0
8.229994625E0,4.879852295E-2,4.061054993E-1,9.677824860E0
8.239967625E0,9.550140381E-2,4.276606750E-1,9.680968323E0
8.249940625E0,4.849914551E-2,4.348457336E-1,9.748178558E0
8.259913625E0,6.735992432E-2,4.312532043E-1,9.748777313E0
8.269886625E0,6.047424316E-2,4.236190796E-1,9.732760620E0
8.279859625E0,1.661544800E-2,4.351451111E-1,9.736502838E0
8.289832625E0,1.826202393E-2,4.531077576E-1,9.758058014E0
8.299806625E0,-1.197509766E-2,4.682263184E-1,9.746681671E0
8.309779625E0,7.035369873E-3,4.617897034E-1,9.712253265E0
8.319752625E0,3.592529297E-3,4.602928162E-1,9.723928986E0
8.329725625E0,3.263214111E-2,4.596940613E-1,9.744136963E0
8.339698625E0,3.981719971E-2,4.664300537E-1,9.745633850E0
8.349671625E0,9.026229858E-2,4.706213379E-1,9.721983032E0
8.359644625E0,1.023870850E-1,4.352947998E-1,9.713450775E0
8.369617625E0,9.041198730E-2,4.120930481E-1,9.712253265E0
8.379590625E0,8.756790161E-2,3.824546814E-1,9.700278168E0
8.389563625E0,6.601272583E-2,3.508703613E-1,9.709708557E0
8.399536625E0,6.421646118E-2,3.444337463E-1,9.700577545E0
8.409509625E0,9.280700684E-3,3.526666260E-1,9.718839569E0
8.419482625E0,-1.901046753E-2,3.879931641E-1,9.720486145E0
8.429455625E0,-2.395019531E-2,4.061054993E-1,9.725425873E0
8.439428625E0,-8.083190918E-3,4.450245667E-1,9.734556885E0
8.449401625E0,-1.437011719E-2,4.748126221E-1,9.744286652E0
8.459374625E0,4.939727783E-3,4.993615723E-1,9.745334473E0
8.469347625E0,5.448669434E-2,5.062472534E-1,9.717791748E0
8.479320625E0,4.206253052E-2,5.128335571E-1,9.718240814E0
8.489294625E0,2.454895020E-2,4.897814941E-1,9.757159882E0
8.499267333E0,-6.286926270E-3,4.718188477E-1,9.750423889E0
8.509240333E0,-2.260299683E-2,4.540058899E-1,9.742939453E0
8.519213333E0,-2.230361938E-2,4.218228149E-1,9.720935211E0
8.529186333E0,-7.035369873E-3,4.092489624E-1,9.715995483E0
8.539159333E0,6.182144165E-2,4.206253052E-1,9.709558868E0
8.549132333E0,1.073268127E-1,4.306544495E-1,9.701775055E0
8.559105333E0,1.727407837E-1,4.707710266E-1,9.699230347E0
8.569078333E0,1.673519897E-1,5.075944519E-1,9.750573578E0
8.579051333E0,1.670526123E-1,5.231620789E-1,9.760003967E0
8.589024333E0,1.252894592E-1,5.251080322E-1,9.703421631E0
8.598997333E0,3.427871704E-2,5.029541016E-1,9.696535950E0
8.608970333E0,2.290237427E-2,5.005590820E-1,9.726773071E0
8.618943333E0,4.490661621E-3,4.897814941E-1,9.749076691E0
8.628916333E0,4.939727783E-2,4.664300537E-1,9.742640076E0
8.638889333E0,1.100212097E-1,4.601431274E-1,9.713001709E0
8.648862333E0,1.715432739E-1,4.900808716E-1,9.744436340E0
8.658835333E0,2.053729248E-1,4.887336731E-1,9.770182800E0
8.668809333E0,1.898052979E-1,5.032534790E-1,9.681417389E0
8.678782333E0,1.466949463E-1,5.071453857E-1,9.680219879E0
8.688755333E0,9.385482788E-2,4.980143738E-1,9.755812683E0
8.698728333E0,6.017486572E-2,5.102888489E-1,9.724527740E0
8.708701333E0,3.397933960E-2,5.306465149E-1,9.707612915E0
8.718674333E0,3.712280273E-2,5.090913391E-1,9.755363617E0
8.728647333E0,8.906478882E-2,4.972659302E-1,9.737550659E0
8.738620333E0,1.288819885E-1,4.872367859E-1,9.692194977E0
8.748593333E0,1.499880981E-1,4.983137512E-1,9.686955872E0
8.758566333E0,1.710942078E-1,5.143304443E-1,9.745035095E0
8.768539333E0,1.419049072E-1,5.281018066E-1,9.770033112E0
8.778512333E0,1.164578247E-1,5.544470215E-1,9.738897858E0
8.788485333E0,9.894424438E-2,5.846841431E-1,9.714348907E0
8.798458333E0,9.804611206E-2,5.849835205E-1,9.765093384E0
8.808431333E0,9.684860229E-2,5.746549988E-1,9.738897858E0
8.818404333E0,1.266366577E-1,5.712121582E-1,9.674980774E0
8.828377333E0,1.600172424E-1,5.545967102E-1,9.722581787E0
8.838350333E0,2.023791504E-1,5.577401733E-1,9.750872955E0
8.848324333E0,2.264790344E-1,5.530998230E-1,9.739047546E0
8.858297333E0,1.999841309E-1,5.533992004E-1,9.716444550E0
8.868270333E0,1.960922241E-1,5.542973328E-1,9.717342682E0
8.878243333E0,1.619631958E-1,5.652246094E-1,9.736652527E0
8.888216333E0,1.188528442E-1,5.605842590E-1,9.763596497E0
8.898189333E0,9.804611206E-2,5.478607178E-1,9.708660736E0
8.908162333E0,1.011895752E-1,5.343887329E-1,9.659263458E0
8.918135333E0,9.205856323E-2,5.328918457E-1,9.696685638E0
8.928108333E0,1.297801208E-1,5.285508728E-1,9.727820892E0
8.938081333E0,1.534309387E-1,5.164260864E-1,9.720635834E0
8.948054333E0,1.806742859E-1,5.254074097E-1,9.714348907E0
8.958027333E0,1.675016785E-1,5.611830139E-1,9.719438324E0
8.968000333E0,1.502874756E-1,5.957611084E-1,9.751471710E0
8.977973333E0,1.204994202E-1,6.153703308E-1,9.749525757E0
8.987946333E0,9.505233765E-2,5.984555054E-1,9.691745911E0
8.997919333E0,7.214996338E-2,5.783972168E-1,9.668244781E0
9.007892333E0,5.508544922E-2,6.210585022E-1,9.719138947E0
9.017865333E0,7.244934082E-2,6.261479187E-1,9.783654785E0
9.027838333E0,9.624984741E-2,6.433621216E-1,9.735904083E0
9.037812333E0,1.002914429E-1,6.520440674E-1,9.714797974E0
9.047785333E0,1.170565796E-1,6.475534058E-1,9.761650543E0
9.057758333E0,1.380130005E-1,6.427633667E-1,9.736353149E0
9.067731333E0,1.324745178E-1,6.349795532E-1,9.708960114E0
9.077704333E0,1.359173584E-1,6.249504089E-1,9.701026611E0
9.087677333E0,8.023315430E-2,6.710545349E-1,9.703870697E0
9.097650333E0,7.828720093E-2,7.117698669E-1,9.751322021E0
9.107623333E0,6.092330933E-2,7.346722412E-1,9.784253540E0
9.117596333E0,1.200503540E-1,7.318281555E-1,9.751471710E0
9.127569333E0,1.053808594E-1,7.009922791E-1,9.721533966E0
9.137542333E0,1.001417542E-1,6.721023560E-1,9.683513031E0
9.147515333E0,1.155596924E-1,6.626719666E-1,9.691446533E0
9.157488333E0,9.400451660E-2,6.447093201E-1,9.735455017E0
9.167461333E0,8.801696777E-2,6.762936401E-1,9.746082916E0
9.177434333E0,8.262817383E-2,7.143145752E-1,9.735155640E0
9.187407333E0,4.221221924E-2,7.726931763E-1,9.763147430E0
9.197380333E0,5.493576050E-2,8.108638000E-1,9.784702606E0
9.207354333E0,6.840774536E-2,7.827223206E-1,9.751621399E0
9.217326333E0,8.622070312E-2,7.560777283E-1,9.663754120E0
9.227300333E0,9.460327148E-2,7.309300232E-1,9.649683380E0
9.237273333E0,9.624984741E-2,7.214996338E-1,9.712103577E0
9.247246333E0,1.335223389E-1,7.126679993E-1,9.736951904E0
9.257219333E0,1.396595764E-1,7.132667542E-1,9.748927002E0
9.267192333E0,1.508862305E-1,7.068301392E-1,9.756261749E0
9.277165333E0,1.383123779E-1,7.274871826E-1,9.739197235E0
9.287138333E0,8.173004150E-2,7.554789734E-1,9.715995483E0
9.297111333E0,3.891906738E-2,7.595205688E-1,9.698481903E0
9.307084333E0,-1.616638184E-2,7.773335266E-1,9.680968323E0
9.317057333E0,-1.032852173E-2,7.810757446E-1,9.695039063E0
9.327030333E0,-3.906875610E-2,7.960446167E-1,9.745035095E0
9.337003333E0,5.044509888E-2,8.229885864E-1,9.733359375E0
9.346976333E0,3.772155762E-2,8.674461365E-1,9.752968597E0
9.356949333E0,2.574645996E-2,9.036708069E-1,9.809251556E0
9.366922333E0,5.733078003E-2,8.774752808E-1,9.751172333E0
9.376895333E0,-1.841171265E-2,8.716374207E-1,9.678124237E0
9.386868333E0,2.499801636E-2,8.457412720E-1,9.700278168E0
9.396841333E0,-1.616638184E-2,8.273295593E-1,9.718390503E0
9.406815333E0,4.266128540E-2,8.316705322E-1,9.696386261E0
9.416788333E0,-5.987548828E-4,8.428971863E-1,9.712852020E0
9.426761333E0,-2.634521484E-2,8.619076538E-1,9.773026886E0
9.436734333E0,2.814147949E-2,8.890013123E-1,9.770482178E0
9.446707333E0,-2.499801636E-2,9.285191345E-1,9.737251282E0
9.456680333E0,1.796264648E-3,9.322613525E-1,9.712402954E0
9.466653333E0,-8.981323242E-2,9.581575012E-1,9.741143188E0
9.476626333E0,-1.109193420E-1,9.361532593E-1,9.745484161E0
9.486599333E0,-1.474433899E-1,9.508227539E-1,9.712253265E0
9.496572708E0,-1.595681763E-1,1.012344818E0,9.721683655E0
9.506545708E0,-1.401086426E-1,1.014590149E0,9.786199493E0
9.516518708E0,-1.172062683E-1,1.015937347E0,9.765841827E0
9.526491708E0,-6.122268677E-2,9.635462952E-1,9.714348907E0
9.536464708E0,-6.152206421E-2,9.596543884E-1,9.708061981E0
9.546437708E0,1.646575928E-2,9.897418213E-1,9.741741943E0
9.556410708E0,-7.185058594E-3,1.004710693E0,9.744436340E0
9.566383708E0,-8.412506104E-2,9.990225220E-1,9.725575562E0
9.576357708E0,-1.484912109E-1,9.816586304E-1,9.702523499E0
9.586330708E0,-1.487905884E-1,9.792636108E-1,9.728120270E0
9.596303708E0,-1.737886047E-1,1.005010071E0,9.763746185E0
9.606276708E0,-1.956431580E-1,1.039288788E0,9.682315521E0
9.616249708E0,-7.289840698E-2,1.056952057E0,9.671537933E0
9.626222708E0,-3.367996216E-2,1.047970734E0,9.795779572E0
9.636195708E0,3.143463135E-3,1.042282562E0,9.771829376E0
9.646168708E0,3.442840576E-2,1.048868866E0,9.635163574E0
9.656141708E0,2.559677124E-2,1.064286804E0,9.673483887E0
9.666114708E0,1.010398865E-1,1.104253693E0,9.796528015E0
9.676087708E0,5.927673340E-2,1.117875366E0,9.792785797E0
9.686060708E0,6.990463257E-2,1.146914978E0,9.729018402E0
9.696033708E0,1.496887207E-3,1.168470154E0,9.724677429E0
9.706006708E0,-4.775070190E-2,1.143921204E0,9.811796265E0
9.715979708E0,-1.140628052E-1,1.077010345E0,9.758357391E0
9.725952708E0,-1.202000427E-1,1.043929138E0,9.625284119E0
9.735925708E0,-1.264869690E-1,1.033001862E0,9.661658478E0
9.745898708E0,-7.963439941E-2,1.024768982E0,9.788444824E0
9.755871708E0,-1.691482544E-2,1.014440460E0,9.747130737E0
9.765845708E0,-8.232879639E-3,1.022373962E0,9.688602448E0
9.775818708E0,4.625381470E-2,1.050964508E0,9.740544434E0
9.785791708E0,2.215393066E-2,1.126257935E0,9.780211945E0
9.795764708E0,-1.496887207E-3,1.204245758E0,9.761351166E0
9.805737708E0,-6.601272583E-2,1.227297821E0,9.743987274E0
9.815710708E0,-1.832189941E-1,1.198707275E0,9.777816925E0
9.825683708E0,-1.625619507E-1,1.164278870E0,9.755064240E0
9.835656708E0,-2.439926147E-1,1.131646729E0,9.694290619E0
9.845629708E0,-1.817221069E-1,1.081501007E0,9.701625366E0
9.855602708E0,-1.237925720E-1,1.017134857E0,9.737101593E0
9.865575708E0,-1.264869690E-1,9.931846619E-1,9.710457001E0
9.875548708E0,-4.355941772E-2,9.966275024E-1,9.704469452E0
9.885521708E0,-2.245330811E-2,1.009351044E0,9.732461243E0
9.895494708E0,-6.436614990E-3,1.017434235E0,9.734706573E0
9.905467708E0,-4.849914551E-2,1.011296997E0,9.667196960E0
9.915440708E0,-7.679031372E-2,1.048270111E0,9.670789490E0
9.925413708E0,-1.071771240E-1,1.098266144E0,9.767787781E0
9.935386708E0,-1.297801208E-1,1.089883575E0,9.742340698E0
9.945360708E0,-1.743873596E-1,1.095272369E0,9.656269684E0
9.955333708E0,-1.474433899E-1,1.082249451E0,9.753118286E0
9.965306708E0,-1.597178650E-1,1.093176727E0,9.821825409E0
9.975279708E0,-1.414558411E-1,1.136586456E0,9.755064240E0
9.985252708E0,-1.336720276E-1,1.142424316E0,9.713899841E0
9.995225708E0,-1.199006653E-1,1.107097778E0,9.719887390E0
1.000519871E1,-4.026626587E-2,1.069376221E0,9.721084900E0
1.001517171E1,-4.849914551E-2,1.041833496E0,9.711205444E0
1.002514471E1,-6.271957397E-2,1.023571472E0,9.691596222E0
1.003511771E1,-7.978408813E-2,1.039887543E0,9.689500580E0
1.004509071E1,-1.748364258E-1,1.008602600E0,9.748627625E0
1.005506371E1,-1.760339355E-1,1.031355286E0,9.792187042E0
1.006503671E1,-2.276765442E-1,1.038989410E0,9.773625641E0
1.007500971E1,-2.168989563E-1,1.079854431E0,9.717342682E0
1.008498271E1,-2.095642090E-1,1.112636261E0,9.715097351E0
1.009495571E1,-1.830693054E-1,1.121916962E0,9.767189026E0
1.010492871E1,-1.404080200E-1,1.164578247E0,9.779762878E0
1.011490271E1,-1.305285645E-1,1.140328674E0,9.726623383E0
1.012487571E1,-1.330732727E-1,1.121617584E0,9.704319763E0
1.013484871E1,-8.367599487E-2,1.072968750E0,9.745035095E0
1.014482171E1,-5.403762817E-2,1.010997620E0,9.749076691E0
1.015479471E1,-4.805007935E-2,1.009351044E0,9.740095367E0
1.016476771E1,-6.975494385E-2,1.007554779E0,9.745633850E0
1.017474071E1,-1.196012878E-1,1.002615051E0,9.711205444E0
1.018471371E1,-1.368154907E-1,9.873468018E-1,9.707163849E0
1.019468671E1,-1.649569702E-1,9.657916260E-1,9.700278168E0
1.020465971E1,-1.766326904E-1,9.663903809E-1,9.711205444E0
1.021463271E1,-1.803749084E-1,9.708810425E-1,9.731413422E0
1.022460571E1,-1.020877075E-1,9.865983582E-1,9.735005951E0
1.023457871E1,-8.517288208E-2,1.026265869E0,9.752818909E0
1.024455171E1,-4.206253052E-2,1.037941589E0,9.750723267E0
1.025452471E1,-4.251159668E-2,1.043929138E0,9.723928986E0
1.026449771E1,-9.131011963E-3,1.011147308E0,9.722132721E0
1.027447071E1,-2.874023438E-2,9.583071899E-1,9.718689880E0
1.028444371E1,-1.332229614E-2,9.262738037E-1,9.684860229E0
1.029441671E1,-2.020797729E-2,9.110055542E-1,9.692045288E0
1.030439071E1,-7.334747314E-2,9.325607300E-1,9.733059998E0
1.031436371E1,-8.292755127E-2,9.491761780E-1,9.749974823E0
1.032433671E1,-1.124162292E-1,9.529183960E-1,9.760752411E0
1.033430971E1,-1.044827271E-1,9.608518982E-1,9.773176575E0
1.034428271E1,-9.624984741E-2,9.824070740E-1,9.751920776E0
1.035425571E1,-4.355941772E-2,9.831555176E-1,9.707762604E0
1.036422871E1,7.484436035E-3,9.713301086E-1,9.686656494E0
1.037420171E1,1.317260742E-2,9.548643494E-1,9.729617157E0
1.038417471E1,1.616638184E-2,9.351054382E-1,9.760902100E0
1.039414771E1,-2.754272461E-2,9.270222473E-1,9.743238831E0
1.040412071E1,-5.478607178E-2,8.967851257E-1,9.749825134E0
1.041409371E1,-8.577163696E-2,8.427474976E-1,9.716743927E0
1.042406671E1,-1.052311707E-1,8.005352783E-1,9.685009918E0
1.043403971E1,-7.798782349E-2,7.937992859E-1,9.688452759E0
1.044401271E1,-6.571334839E-2,8.062234497E-1,9.750872955E0
1.045398571E1,-2.604583740E-2,8.189469910E-1,9.768536224E0
1.046395871E1,-2.844085693E-2,8.189469910E-1,9.712103577E0
1.047393171E1,-4.640350342E-3,8.538244629E-1,9.684111786E0
1.048390571E1,-1.451980591E-2,8.631051636E-1,9.745334473E0
1.049387871E1,-2.963836670E-2,8.634045410E-1,9.783355408E0
1.050385087E1,-3.173400879E-2,8.590635681E-1,9.717941437E0
1.051382387E1,-2.724334717E-2,8.523275757E-1,9.720186768E0
1.052379687E1,-3.472778320E-2,8.780740356E-1,9.776170349E0
1.053376987E1,-4.116439819E-2,8.779243469E-1,9.758058014E0
1.054374287E1,-4.490661621E-3,8.448431396E-1,9.714947662E0
1.055371587E1,-1.272354126E-2,7.990383911E-1,9.709858246E0
1.056368887E1,5.598358154E-2,7.761360168E-1,9.714947662E0
1.057366187E1,4.251159668E-2,7.479945374E-1,9.744136963E0
1.058363487E1,4.385879517E-2,7.223977661E-1,9.723629608E0
1.059360787E1,4.535568237E-2,7.141648865E-1,9.681267700E0
1.060358087E1,-1.466949463E-2,7.249424744E-1,9.733958130E0
1.061355387E1,9.280700684E-3,7.255412292E-1,9.783804474E0
1.062352687E1,-9.280700684E-3,7.518864441E-1,9.717791748E0
1.063349987E1,2.035766602E-2,7.737409973E-1,9.682465210E0
1.064347288E1,1.841171265E-2,7.930508423E-1,9.740095367E0
1.065344587E1,7.229965210E-2,7.945477295E-1,9.783056030E0
1.066341987E1,5.508544922E-2,7.824229431E-1,9.734856262E0
1.067339287E1,7.529342651E-2,7.897576904E-1,9.707014160E0
1.068336587E1,1.077758789E-1,7.620652771E-1,9.740245056E0
1.069333887E1,9.235794067E-2,7.283853149E-1,9.748627625E0
1.070331187E1,9.385482788E-2,7.050338745E-1,9.731413422E0
1.071328487E1,6.286926270E-2,6.728507996E-1,9.739197235E0
1.072325787E1,9.355545044E-2,6.792874146E-1,9.721833344E0
1.073323087E1,5.792953491E-2,6.759942627E-1,9.732311554E0
1.074320387E1,6.586303711E-2,6.599775696E-1,9.712253265E0
1.075317687E1,9.834548950E-2,6.619235229E-1,9.690847778E0
1.076314987E1,9.145980835E-2,6.655160522E-1,9.738299103E0
1.077312287E1,8.741821289E-2,6.857240295E-1,9.780511322E0
1.078309587E1,1.106199646E-1,6.945556641E-1,9.740694122E0
1.079306887E1,1.076261902E-1,6.947053528E-1,9.695338440E0
1.080304187E1,9.939331055E-2,6.659651184E-1,9.718839569E0
1.081301487E1,1.070274353E-1,6.574328613E-1,9.751322021E0
1.082298787E1,1.173559570E-1,6.442602539E-1,9.751172333E0
1.083296088E1,1.137634277E-1,6.439608765E-1,9.717492371E0
1.084293487E1,1.691482544E-1,6.551875305E-1,9.698182526E0
1.085290787E1,1.323248291E-1,6.442602539E-1,9.769284668E0
1.086288087E1,1.658551025E-1,6.120771790E-1,9.765692139E0
1.087285387E1,1.318757629E-1,6.008505249E-1,9.692793732E0
1.088282687E1,1.029858398E-1,5.948629761E-1,9.705068207E0
1.089279988E1,1.148112488E-1,5.873785400E-1,9.729317780E0
1.090277287E1,8.981323242E-2,6.007008362E-1,9.715247040E0
1.091274587E1,9.834548950E-2,6.008505249E-1,9.749226379E0
1.092271887E1,1.246907043E-1,5.930667114E-1,9.722731476E0
1.093269187E1,1.285826111E-1,6.007008362E-1,9.699978790E0
1.094266487E1,1.501377869E-1,5.999523926E-1,9.742939453E0
1.095263787E1,1.685494995E-1,5.731581116E-1,9.706565094E0
1.096261087E1,1.733395386E-1,5.670208740E-1,9.704469452E0
1.097258387E1,1.697470093E-1,5.565426636E-1,9.734556885E0
1.098255687E1,1.676513672E-1,5.700146484E-1,9.714199219E0
1.099252987E1,1.534309387E-1,5.891748047E-1,9.742789764E0
1.100250287E1,1.332229614E-1,5.881269836E-1,9.772428131E0
1.101247687E1,1.305285645E-1,5.780978394E-1,9.703870697E0
1.102244987E1,1.293310547E-1,5.740562439E-1,9.713301086E0
1.103242287E1,1.197509766E-1,5.671705627E-1,9.759255524E0
1.104239587E1,1.431024170E-1,5.915698242E-1,9.712552643E0
1.105236887E1,1.212478638E-1,5.822891235E-1,9.717492371E0
1.106234187E1,1.312770081E-1,5.745053101E-1,9.752818909E0
1.107231487E1,1.880090332E-1,5.653742981E-1,9.723928986E0
1.108228788E1,2.133064270E-1,5.541476440E-1,9.720336456E0
1.109226087E1,2.139051819E-1,5.432203674E-1,9.733658752E0
1.110223387E1,2.251318359E-1,5.495072937E-1,9.706864471E0
1.111220687E1,2.068698120E-1,5.481600952E-1,9.724677429E0
1.112217987E1,2.016307068E-1,5.405259705E-1,9.719887390E0
1.113215287E1,1.902543640E-1,5.468128967E-1,9.709409180E0
1.114212587E1,1.916015625E-1,5.436694336E-1,9.737550659E0
1.115209887E1,1.871109009E-1,5.354365540E-1,9.734257507E0
1.116207187E1,1.986369324E-1,5.468128967E-1,9.724827118E0
1.117204487E1,1.926493835E-1,5.566923523E-1,9.734556885E0
1.118201787E1,1.990859985E-1,5.785469055E-1,9.726174316E0
1.119199087E1,2.189945984E-1,5.634283447E-1,9.721683655E0
1.120196487E1,2.302212524E-1,5.493576050E-1,9.711654510E0
1.121193787E1,2.603086853E-1,5.557942200E-1,9.724378052E0
1.122191087E1,2.649490356E-1,5.369334412E-1,9.720186768E0
1.123188387E1,2.833607483E-1,5.248086548E-1,9.700427856E0
1.124185687E1,2.730322266E-1,5.123844910E-1,9.708960114E0
1.125182987E1,2.917433167E-1,5.011578369E-1,9.729168091E0
1.126180287E1,2.706372070E-1,4.860392761E-1,9.724378052E0
1.127177588E1,2.703378296E-1,4.885839844E-1,9.707762604E0
1.128174887E1,2.607577515E-1,5.122348022E-1,9.698182526E0
1.129172187E1,2.567161560E-1,5.254074097E-1,9.731114044E0
1.130169487E1,2.885998535E-1,5.297483826E-1,9.740245056E0
1.131166787E1,2.951861572E-1,5.194198608E-1,9.731263733E0
1.132164087E1,2.924917603E-1,5.149291992E-1,9.732610931E0
1.133161387E1,3.014730835E-1,5.309458923E-1,9.721833344E0
1.134158687E1,2.981799316E-1,5.453160095E-1,9.738299103E0
1.135155987E1,3.031196594E-1,5.435197449E-1,9.751022644E0
1.136153287E1,3.138972473E-1,5.339396667E-1,9.745334473E0
1.137150587E1,3.287164307E-1,5.102888489E-1,9.729018402E0
1.138147987E1,3.339555359E-1,4.863386536E-1,9.695937195E0
1.139145287E1,3.278182983E-1,4.739144897E-1,9.694140930E0
1.140142587E1,3.180885315E-1,4.502636719E-1,9.721683655E0
1.141139887E1,3.173400879E-1,4.279600525E-1,9.718540192E0
1.142137187E1,3.110531616E-1,4.155358887E-1,9.717941437E0
1.143134487E1,3.168910217E-1,4.210743713E-1,9.734107819E0
1.144131787E1,3.053649902E-1,4.387376404E-1,9.737400970E0
1.145129087E1,3.128494263E-1,4.468208313E-1,9.723629608E0
1.146126388E1,3.010240173E-1,4.659809875E-1,9.724078674E0
1.147123687E1,2.839595032E-1,4.816983032E-1,9.733958130E0
1.148120987E1,3.010240173E-1,4.908293152E-1,9.731263733E0
1.149118287E1,3.070115662E-1,4.909790039E-1,9.719588013E0
1.150115600E1,3.152444458E-1,4.815486145E-1,9.732311554E0
1.151112900E1,3.118016052E-1,4.739144897E-1,9.720935211E0
1.152110200E1,3.188369751E-1,4.604425049E-1,9.730365601E0
1.153107500E1,3.239263916E-1,4.546046448E-1,9.737700348E0
1.154104800E1,3.287164307E-1,4.269122314E-1,9.740394745E0
1.155102200E1,3.478765869E-1,4.258644104E-1,9.710457001E0
1.156099500E1,3.357518005E-1,4.281097412E-1,9.698930969E0
1.157096800E1,3.324586487E-1,4.206253052E-1,9.725276184E0
1.158094100E1,3.279679871E-1,4.110452271E-1,9.717192993E0
1.159091400E1,3.159928894E-1,4.007167053E-1,9.714498596E0
1.160088700E1,3.068618774E-1,4.122427368E-1,9.724527740E0
1.161086000E1,3.058140564E-1,4.409829712E-1,9.717342682E0
1.162083300E1,3.097059631E-1,4.429289246E-1,9.737700348E0
1.163080600E1,3.044668579E-1,4.381388855E-1,9.726174316E0
1.164077900E1,3.097059631E-1,4.421804810E-1,9.727371826E0
1.165075200E1,3.261717224E-1,4.474195862E-1,9.725276184E0
1.166072500E1,3.215313721E-1,4.472698975E-1,9.702074432E0
1.167069800E1,3.287164307E-1,4.294569397E-1,9.695039063E0
1.168067100E1,3.128494263E-1,4.216731262E-1,9.730664978E0
1.169064400E1,3.204835510E-1,4.105961609E-1,9.739197235E0
1.170061700E1,3.210823059E-1,4.085005188E-1,9.734407196E0
1.171059000E1,2.987786865E-1,3.811074829E-1,9.714947662E0
1.172056300E1,3.076103210E-1,3.899391174E-1,9.703122253E0
1.173053700E1,2.998265076E-1,3.944297791E-1,9.739646301E0
1.174051000E1,2.942880249E-1,3.869453430E-1,9.724228363E0
1.175048300E1,3.035687256E-1,3.921844482E-1,9.690548401E0
1.176045600E1,2.902464294E-1,3.999682617E-1,9.729467468E0
1.177042900E1,3.088078308E-1,4.041595459E-1,9.753118286E0
1.178040200E1,2.884501648E-1,4.170327759E-1,9.706565094E0
1.179037500E1,2.848576355E-1,4.189787292E-1,9.714947662E0
1.180034800E1,2.992277527E-1,4.182302856E-1,9.744586029E0
1.181032100E1,3.049159241E-1,4.077520752E-1,9.739795990E0
1.182029400E1,3.031196594E-1,4.004173279E-1,9.728419647E0
1.183026700E1,3.097059631E-1,3.966751099E-1,9.716893616E0
1.184024000E1,2.850073242E-1,3.993695068E-1,9.723180542E0
1.185021300E1,2.833607483E-1,3.959266663E-1,9.731263733E0
1.186018600E1,2.748284912E-1,3.794609070E-1,9.731114044E0
1.187015900E1,2.981799316E-1,3.706292725E-1,9.703421631E0
1.188013200E1,3.091072083E-1,3.671864319E-1,9.708211670E0
1.189010500E1,3.201841736E-1,3.737727356E-1,9.726473694E0
1.190007900E1,3.221301270E-1,3.872447205E-1,9.737251282E0
1.191005200E1,3.079096985E-1,3.751199341E-1,9.715696106E0
1.192002500E1,2.844085693E-1,3.718267822E-1,9.713301086E0
1.192999800E1,2.713856506E-1,3.799099731E-1,9.732610931E0
1.193997100E1,2.757266235E-1,3.867956543E-1,9.737251282E0
1.194994400E1,2.773731995E-1,3.808081055E-1,9.712253265E0
1.195991700E1,2.694396973E-1,3.911366272E-1,9.700876923E0
1.196989000E1,2.885998535E-1,3.918850708E-1,9.735455017E0
1.197986300E1,2.739303589E-1,3.802093506E-1,9.732311554E0
1.198983600E1,2.770738220E-1,3.812571716E-1,9.707612915E0
1.199980900E1,2.896476746E-1,3.638932800E-1,9.725126495E0
1.200978200E1,2.869532776E-1,3.662882996E-1,9.729168091E0
1.201975500E1,2.805166626E-1,3.670367432E-1,9.715247040E0
