"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.786999625E0,-4.434954748E-2,2.015399933E-2,-2.401918411E0
3.796972625E0,-3.773132712E-2,8.471242152E-3,-2.406259775E0
3.806945625E0,-3.254532441E-2,1.829437539E-2,-2.408062458E0
3.816918625E0,-2.330814861E-2,2.487904206E-2,-2.407885075E0
3.826891625E0,-2.254465967E-2,8.245713077E-3,-2.407493353E0
3.836864625E0,-2.140589245E-2,1.702029631E-2,-2.402748108E0
3.846837625E0,-2.936161496E-2,1.910645515E-2,-2.404911280E0
3.856810625E0,-3.769145161E-2,1.952403784E-2,-2.405281067E0
3.866783625E0,-4.403430969E-2,1.914944872E-2,-2.405301332E0
3.876756625E0,-4.777418450E-2,1.867247745E-2,-2.408000946E0
3.886729625E0,-4.575718939E-2,2.082484215E-2,-2.409676313E0
3.896702625E0,-4.678943008E-2,1.612569392E-2,-2.410801411E0
3.906675625E0,-4.358449951E-2,1.770388708E-2,-2.415040255E0
3.916648625E0,-3.491697833E-2,2.024081349E-2,-2.412414074E0
3.926621625E0,-2.803165279E-2,2.085577883E-2,-2.415416956E0
3.936594625E0,-2.937175520E-2,1.669831760E-2,-2.414463997E0
3.946567625E0,-3.417912871E-2,1.439050306E-2,-2.415019512E0
3.956541625E0,-3.424890339E-2,1.887153834E-2,-2.413502455E0
3.966514625E0,-3.810954839E-2,1.898858324E-2,-2.409100533E0
3.976487625E0,-3.774096817E-2,2.244962752E-2,-2.410102844E0
3.986460625E0,-3.471926972E-2,1.717489958E-2,-2.409204721E0
3.996433625E0,-3.670758381E-2,1.643134654E-2,-2.408896923E0
4.006406625E0,-2.958648466E-2,1.615662687E-2,-2.408957243E0
4.016379625E0,-2.784238197E-2,1.904935390E-2,-2.407009840E0
4.026352625E0,-2.660578862E-2,1.684867218E-2,-2.405100584E0
4.036325625E0,-2.947268076E-2,1.015348267E-2,-2.403572798E0
4.046298625E0,-3.376062214E-2,1.736535504E-2,-2.398480177E0
4.056271625E0,-3.942196816E-2,2.258621529E-2,-2.397716045E0
4.066244625E0,-4.493800178E-2,2.171346173E-2,-2.395944834E0
4.076217625E0,-4.605866224E-2,1.664227247E-2,-2.395502329E0
4.086190625E0,-4.655320942E-2,1.024669129E-2,-2.390055656E0
4.096163625E0,-4.063326865E-2,3.008138016E-2,-2.388039351E0
4.106136625E0,-4.033711180E-2,2.997302264E-2,-2.389180183E0
4.116109625E0,-3.827662393E-2,8.642965928E-3,-2.392840147E0
4.126082625E0,-3.426539153E-2,1.649119705E-2,-2.392255545E0
4.136055625E0,-3.271729499E-2,2.718831599E-2,-2.394646168E0
4.146028625E0,-2.963556722E-2,1.652786881E-2,-2.393245697E0
4.156002625E0,-3.058045730E-2,1.077384409E-2,-2.393710613E0
4.165975625E0,-3.141768649E-2,8.788235486E-3,-2.392759800E0
4.175948625E0,-3.283342347E-2,2.397917397E-2,-2.389094830E0
4.185921625E0,-3.626443818E-2,1.606481895E-2,-2.386553049E0
4.195894625E0,-3.763410076E-2,7.325124927E-3,-2.383852959E0
4.205867625E0,-3.597044200E-2,2.366598323E-2,-2.380244493E0
4.215840625E0,-4.057317972E-2,2.244678698E-2,-2.376452684E0
4.225813625E0,-4.045340419E-2,1.192386821E-2,-2.373543739E0
4.235786625E0,-4.087151960E-2,1.637480967E-2,-2.371375084E0
4.245759625E0,-3.860241547E-2,1.830316335E-2,-2.366492987E0
4.255732625E0,-3.134849668E-2,2.040466666E-2,-2.365108490E0
4.265705625E0,-3.054573759E-2,1.093454286E-2,-2.361555576E0
4.275678625E0,-2.941256389E-2,1.806409098E-2,-2.361682177E0
4.285651625E0,-3.179787844E-2,2.186035737E-2,-2.356578827E0
4.295624625E0,-2.825161442E-2,6.812963635E-3,-2.355701208E0
4.305597625E0,-2.763996646E-2,2.277408168E-2,-2.351338863E0
4.315570625E0,-2.278662100E-2,1.476409379E-2,-2.349067211E0
4.325543625E0,-2.653538808E-2,8.469069377E-3,-2.346760273E0
4.335516625E0,-2.857110649E-2,1.902557351E-2,-2.341246367E0
4.345489625E0,-3.922152147E-2,2.046325803E-2,-2.337772131E0
4.355462625E0,-4.386314377E-2,9.920069017E-3,-2.332765102E0
4.365436625E0,-4.950612038E-2,5.028035492E-3,-2.327134132E0
4.375409625E0,-4.976151511E-2,1.871002465E-2,-2.318787336E0
4.385382625E0,-4.364743456E-2,1.901914179E-2,-2.312939644E0
4.395355625E0,-3.956827149E-2,1.125496347E-2,-2.306201220E0
4.405328625E0,-3.221955523E-2,1.561254449E-2,-2.301271439E0
4.415301625E0,-2.938887849E-2,2.085977048E-2,-2.292004585E0
4.425274625E0,-3.228913993E-2,2.156584710E-2,-2.285943270E0
4.435247625E0,-2.987897769E-2,1.291163731E-2,-2.283576012E0
4.445220625E0,-3.148141131E-2,1.469839457E-2,-2.276063442E0
4.455193625E0,-3.259567916E-2,1.595247909E-2,-2.274109125E0
4.465166625E0,-3.455859795E-2,1.901202835E-2,-2.269273043E0
4.475139625E0,-2.914092690E-2,1.125397347E-2,-2.264074802E0
4.485112625E0,-2.971439436E-2,1.363548543E-2,-2.258471489E0
4.495086125E0,-2.580966800E-2,1.451832335E-2,-2.253910780E0
4.505059125E0,-2.870158479E-2,9.409463964E-3,-2.248200178E0
4.515032125E0,-3.689719737E-2,1.418744121E-2,-2.242544413E0
4.525005125E0,-4.388790950E-2,1.343411114E-2,-2.236437798E0
4.534978125E0,-4.185219109E-2,1.508819964E-2,-2.228948832E0
4.544951125E0,-3.325338289E-2,1.816887036E-2,-2.220295906E0
4.554925125E0,-3.239184991E-2,1.812839136E-2,-2.216150999E0
4.564898125E0,-3.104111925E-2,1.655926555E-2,-2.211885691E0
4.574871125E0,-2.754332311E-2,1.030989178E-2,-2.211948395E0
4.584844125E0,-3.157508001E-2,2.323189192E-2,-2.205474854E0
4.594817125E0,-2.982032299E-2,1.920545660E-2,-2.200937271E0
4.604790125E0,-3.121776693E-2,1.051015873E-2,-2.198728085E0
4.614763125E0,-2.712155879E-2,1.290673669E-2,-2.199557066E0
4.624736125E0,-2.707477100E-2,1.776373386E-2,-2.194763899E0
4.634709125E0,-2.540550195E-2,1.349841338E-2,-2.194577217E0
4.644682125E0,-3.325222433E-2,8.256812580E-3,-2.190740347E0
4.654655125E0,-3.482855111E-2,1.664710045E-2,-2.184759855E0
4.664628125E0,-3.836968914E-2,1.451867260E-2,-2.182709217E0
4.674601125E0,-3.825091198E-2,1.369362697E-2,-2.178975344E0
4.684574125E0,-3.757454455E-2,1.716972888E-2,-2.174230576E0
4.694547125E0,-3.589195758E-2,2.059775218E-2,-2.174035311E0
4.704520125E0,-3.524001315E-2,1.326534431E-2,-2.172576427E0
4.714493125E0,-3.315928578E-2,1.512076799E-2,-2.170534372E0
4.724466125E0,-3.223367780E-2,1.726561040E-2,-2.169761181E0
4.734439125E0,-3.139398247E-2,1.386022568E-2,-2.171422243E0
4.744412125E0,-2.615491487E-2,1.515516546E-2,-2.169462919E0
4.754385125E0,-2.716158889E-2,1.540790033E-2,-2.168057919E0
4.764359125E0,-2.425738238E-2,1.197594870E-2,-2.164685011E0
4.774332125E0,-2.904068492E-2,1.474030968E-2,-2.164206266E0
4.784305125E0,-3.178855032E-2,1.440898050E-2,-2.165355921E0
4.794278125E0,-3.510152549E-2,1.496771071E-2,-2.162170887E0
4.804251125E0,-3.934269771E-2,1.808737777E-2,-2.162206173E0
4.814224125E0,-3.748967126E-2,2.097983845E-2,-2.162695169E0
4.824197125E0,-3.210238367E-2,1.408134401E-2,-2.162047625E0
4.834170125E0,-2.810843848E-2,1.381742395E-2,-2.164175034E0
4.844143125E0,-2.627341822E-2,1.232171152E-2,-2.164083004E0
4.854116125E0,-2.960583195E-2,1.181810815E-2,-2.165552378E0
4.864089125E0,-3.143034875E-2,1.417876780E-2,-2.161718369E0
4.874062125E0,-3.054564632E-2,1.180722192E-2,-2.164306641E0
4.884035125E0,-3.256592900E-2,1.481537800E-2,-2.162695885E0
4.894008125E0,-3.240107745E-2,2.176010236E-2,-2.159892321E0
4.903981125E0,-3.028778732E-2,1.583176106E-2,-2.163484573E0
4.913954125E0,-2.518011071E-2,2.112878859E-2,-2.162174225E0
4.923927125E0,-2.547464892E-2,2.637909353E-2,-2.165174246E0
4.933900125E0,-2.551033720E-2,1.364598796E-2,-2.163874626E0
4.943873125E0,-3.238173574E-2,7.162144408E-3,-2.168084621E0
4.953846125E0,-3.457751125E-2,1.696284302E-2,-2.172086239E0
4.963820125E0,-3.977447748E-2,1.523273159E-2,-2.171539545E0
4.973793125E0,-4.255375266E-2,1.006806362E-2,-2.168721676E0
4.983766125E0,-3.496799991E-2,1.781314239E-2,-2.169108391E0
4.993739125E0,-3.214185312E-2,1.544532645E-2,-2.169202328E0
5.003712125E0,-2.690128423E-2,1.096189488E-2,-2.169307709E0
5.013685125E0,-2.562030405E-2,2.538051456E-2,-2.169246912E0
5.023658125E0,-2.993713692E-2,1.321345475E-2,-2.168767214E0
5.033631125E0,-2.993553877E-2,1.162594464E-2,-2.169040918E0
5.043604125E0,-3.253744915E-2,2.304744348E-2,-2.171230555E0
5.053577125E0,-3.412788734E-2,1.159025822E-2,-2.170836926E0
5.063550125E0,-3.266171366E-2,2.019990981E-2,-2.167658329E0
5.073523125E0,-3.134504706E-2,1.695245132E-2,-2.169462919E0
5.083496125E0,-3.212429211E-2,1.753747463E-2,-2.167691469E0
5.093469125E0,-3.263348714E-2,1.887464523E-2,-2.167233467E0
5.103442125E0,-3.053697571E-2,2.079810202E-2,-2.168625116E0
5.113415125E0,-3.406779468E-2,2.303382382E-2,-2.166857719E0
5.123388125E0,-3.687148914E-2,1.095000282E-2,-2.169117451E0
5.133361125E0,-3.835247457E-2,2.213607728E-2,-2.170250893E0
5.143334125E0,-3.251605481E-2,2.334240824E-2,-2.166992426E0
5.153308125E0,-3.096822463E-2,1.427407749E-2,-2.169346809E0
5.163281125E0,-2.686268091E-2,1.752050593E-2,-2.168900013E0
5.173254125E0,-2.555480227E-2,1.807204634E-2,-2.172504187E0
5.183227125E0,-2.646864578E-2,1.447903086E-2,-2.168852091E0
5.193200125E0,-2.703643218E-2,1.870493591E-2,-2.169755936E0
5.203173125E0,-2.634929493E-2,2.191326767E-2,-2.166548014E0
5.213146125E0,-2.915946208E-2,1.161136199E-2,-2.168943405E0
5.223119125E0,-2.916881815E-2,2.256001160E-2,-2.165589333E0
5.233092125E0,-3.437290341E-2,2.110885456E-2,-2.167385578E0
5.243065125E0,-3.714488074E-2,1.062797662E-2,-2.166256905E0
5.253038125E0,-3.702263907E-2,2.197384089E-2,-2.164209127E0
5.263011125E0,-3.671203554E-2,1.899643242E-2,-2.163432598E0
5.272984125E0,-3.766571358E-2,1.492792182E-2,-2.163697481E0
5.282957125E0,-3.473437577E-2,1.636089198E-2,-2.161412716E0
5.292930125E0,-3.403609619E-2,2.088027634E-2,-2.159654617E0
5.302903125E0,-3.306263313E-2,1.974303648E-2,-2.158450365E0
5.312876125E0,-3.300058097E-2,2.317345515E-2,-2.157166481E0
5.322849125E0,-2.819505148E-2,2.152338624E-2,-2.154209852E0
5.332822125E0,-2.437021956E-2,1.891029254E-2,-2.154312849E0
5.342795125E0,-2.182193659E-2,2.131562307E-2,-2.155157804E0
5.352769125E0,-2.422144450E-2,1.778293774E-2,-2.155583382E0
5.362742125E0,-2.657189034E-2,1.316651143E-2,-2.154657125E0
5.372715125E0,-2.716204710E-2,2.136318944E-2,-2.156519890E0
5.382688125E0,-3.319151327E-2,1.508713793E-2,-2.155809402E0
5.392661125E0,-3.491617367E-2,1.586877555E-2,-2.156736135E0
5.402634125E0,-3.596180677E-2,1.448986307E-2,-2.158192873E0
5.412607125E0,-3.393035010E-2,7.895875722E-3,-2.157244682E0
5.422580125E0,-3.647216409E-2,2.278344333E-2,-2.152254581E0
5.432553125E0,-3.262576088E-2,1.211695094E-2,-2.150006294E0
5.442526125E0,-3.105424158E-2,1.577271521E-2,-2.147325277E0
5.452499125E0,-3.114292398E-2,2.467033640E-2,-2.145154715E0
5.462472125E0,-3.104230948E-2,6.596512161E-3,-2.143466711E0
5.472445125E0,-3.355926275E-2,2.305538207E-2,-2.142279625E0
5.482418125E0,-3.243064880E-2,2.446626127E-2,-2.139833689E0
5.492390875E0,-2.877306007E-2,1.356673893E-2,-2.141049862E0
5.502363875E0,-2.633651905E-2,2.150299214E-2,-2.139653444E0
5.512336875E0,-2.329891734E-2,1.338834129E-2,-2.142109156E0
5.522309875E0,-2.814171277E-2,1.522733364E-2,-2.140344143E0
5.532282875E0,-2.602955885E-2,1.489310805E-2,-2.142898560E0
5.542256875E0,-2.921151556E-2,1.176926121E-2,-2.143604755E0
5.552229875E0,-3.197827190E-2,1.971746609E-2,-2.139732361E0
5.562202875E0,-3.231560066E-2,1.089391764E-2,-2.141443491E0
5.572175875E0,-3.443175182E-2,1.399649959E-2,-2.142204046E0
5.582148875E0,-3.219788894E-2,1.315653790E-2,-2.138603926E0
5.592121875E0,-3.295342997E-2,1.418691594E-2,-2.136339664E0
5.602094875E0,-3.145768866E-2,1.977855712E-2,-2.135939121E0
5.612067875E0,-2.990000322E-2,1.080503408E-2,-2.134954453E0
5.622040875E0,-3.010534868E-2,1.618192345E-2,-2.132738590E0
5.632013875E0,-3.025501780E-2,1.846904680E-2,-2.132992029E0
5.641986875E0,-2.995887399E-2,1.318168174E-2,-2.130930185E0
5.651959875E0,-3.033038229E-2,1.941640675E-2,-2.128204823E0
5.661932875E0,-2.739435434E-2,1.774741337E-2,-2.124836683E0
5.671905875E0,-3.211986646E-2,1.452978235E-2,-2.126825809E0
5.681878875E0,-3.365268558E-2,1.286355034E-2,-2.125013351E0
5.691851875E0,-3.190538287E-2,1.115247048E-2,-2.121698856E0
5.701824875E0,-2.940130048E-2,1.664082706E-2,-2.121341228E0
5.711797875E0,-3.155766428E-2,1.378858183E-2,-2.118617535E0
5.721770875E0,-3.238252923E-2,1.271258667E-2,-2.116970062E0
5.731743875E0,-3.292953968E-2,1.493446156E-2,-2.114268064E0
5.741717875E0,-3.121793456E-2,1.555190049E-2,-2.109698057E0
5.751690875E0,-3.171567991E-2,1.764674298E-2,-2.109882355E0
5.761663875E0,-3.225568309E-2,1.636271924E-2,-2.108976364E0
5.771636875E0,-2.765214071E-2,1.201990154E-2,-2.104434013E0
5.781609875E0,-2.897191979E-2,1.444851421E-2,-2.104960918E0
5.791582875E0,-2.636148781E-2,2.306810394E-2,-2.104624748E0
5.801555875E0,-2.666010894E-2,9.628190659E-3,-2.107105494E0
5.811528875E0,-2.547393739E-2,8.638027124E-3,-2.106004238E0
5.821501875E0,-2.625051513E-2,1.495291572E-2,-2.104267836E0
5.831474875E0,-2.907000296E-2,9.012467228E-3,-2.104541779E0
5.841447875E0,-3.165904060E-2,1.018574275E-2,-2.097436428E0
5.851420875E0,-3.391474113E-2,1.468808204E-2,-2.096681595E0
5.861393875E0,-3.201014921E-2,1.253926009E-2,-2.090834141E0
5.871366875E0,-3.463229537E-2,1.386018656E-2,-2.087513685E0
5.881339875E0,-2.885607071E-2,1.537582837E-2,-2.086835861E0
5.891312875E0,-2.827337198E-2,1.731833816E-2,-2.084593773E0
5.901285875E0,-2.979164757E-2,1.640046388E-2,-2.088529110E0
5.911258875E0,-3.187104315E-2,1.190291718E-2,-2.086468697E0
5.921231875E0,-3.243020549E-2,1.286796667E-2,-2.085336208E0
5.931204875E0,-3.005280159E-2,1.106607169E-2,-2.083255291E0
5.941178875E0,-3.068068251E-2,1.398139354E-2,-2.080547094E0
5.951151875E0,-3.186685592E-2,9.896636941E-3,-2.077446222E0
5.961124875E0,-2.859594859E-2,1.615156233E-2,-2.071614981E0
5.971097875E0,-2.322754823E-2,1.426817384E-2,-2.071283579E0
5.981070875E0,-2.450455725E-2,1.495189313E-2,-2.067430973E0
5.991043875E0,-2.921568975E-2,1.721344888E-2,-2.066111088E0
6.001016875E0,-3.031112812E-2,1.681530289E-2,-2.064943552E0
6.010989875E0,-2.971910685E-2,1.419555210E-2,-2.065732479E0
6.020962875E0,-3.271896392E-2,1.120070647E-2,-2.063396215E0
6.030935875E0,-3.242734820E-2,1.351099741E-2,-2.064250708E0
6.040908875E0,-3.233664483E-2,1.327657234E-2,-2.061195612E0
6.050881875E0,-3.068388626E-2,1.092793141E-2,-2.062557936E0
6.060854875E0,-2.873774804E-2,1.390496828E-2,-2.059976101E0
6.070827875E0,-2.257093228E-2,1.452415250E-2,-2.058527470E0
6.080800875E0,-2.472424880E-2,1.319990586E-2,-2.061583996E0
6.090773875E0,-2.942712605E-2,1.044593100E-2,-2.061116457E0
6.100746875E0,-2.884895727E-2,9.217339568E-3,-2.058118820E0
6.110719875E0,-3.009611554E-2,1.133535150E-2,-2.058255434E0
6.120692875E0,-2.438159287E-2,1.649161242E-2,-2.057680368E0
6.130666875E0,-2.453126386E-2,1.827832684E-2,-2.058570623E0
6.140639875E0,-2.255938388E-2,1.287995372E-2,-2.059429169E0
6.150612875E0,-2.477114089E-2,1.146208588E-2,-2.056861877E0
6.160585875E0,-2.920447476E-2,1.900901645E-2,-2.056828737E0
6.170558875E0,-3.531296551E-2,8.907645009E-3,-2.056469917E0
6.180531875E0,-3.963823617E-2,5.904335529E-3,-2.055367470E0
6.190504875E0,-3.945155069E-2,1.400513854E-2,-2.052938223E0
6.200477875E0,-3.506611288E-2,1.265806984E-2,-2.046381712E0
6.210450875E0,-3.432308882E-2,7.247590460E-3,-2.042642355E0
6.220423875E0,-3.044721112E-2,9.562258609E-3,-2.036755562E0
6.230396875E0,-3.026957810E-2,1.802658290E-2,-2.036464453E0
6.240369875E0,-3.197481111E-2,1.466518268E-2,-2.030144215E0
6.250342875E0,-2.862801775E-2,1.191706769E-2,-2.027645111E0
6.260315875E0,-2.783866413E-2,1.532842778E-2,-2.024966717E0
6.270288875E0,-2.205933817E-2,1.333558373E-2,-2.021807909E0
6.280261875E0,-1.836695336E-2,1.476022229E-2,-2.016273260E0
6.290234875E0,-1.757279783E-2,1.296232268E-2,-2.014217854E0
6.300207875E0,-1.733355224E-2,1.401989907E-2,-2.009502172E0
6.310180875E0,-2.076982707E-2,1.780664735E-2,-2.008143902E0
6.320154875E0,-2.797776461E-2,1.120018307E-2,-2.004328489E0
6.330127875E0,-3.512089700E-2,1.499119308E-2,-2.002049685E0
6.340100875E0,-4.317642376E-2,1.100097876E-2,-2.001279354E0
6.350073875E0,-4.581854865E-2,8.724776097E-3,-1.998137474E0
6.360046875E0,-4.340419546E-2,1.174288895E-2,-1.998306990E0
6.370019875E0,-3.727572784E-2,9.394248016E-3,-1.996322989E0
6.379992875E0,-2.575532719E-2,9.756281041E-3,-1.993054986E0
6.389965875E0,-1.266455837E-2,1.410495769E-2,-1.991242766E0
6.399938875E0,-6.626373623E-3,1.481841784E-2,-1.989318848E0
6.409911875E0,-7.577654906E-3,1.521975640E-2,-1.986000061E0
6.419884875E0,-1.695820875E-2,2.514890209E-2,-1.986298323E0
6.429857875E0,-2.538951114E-2,1.378679182E-2,-1.985888243E0
6.439830875E0,-3.547092155E-2,9.814121760E-3,-1.988625288E0
6.449803875E0,-4.250539467E-2,1.589252055E-2,-1.989266276E0
6.459776875E0,-4.593225569E-2,8.155007847E-3,-1.992683411E0
6.469749875E0,-3.868766129E-2,1.057635527E-2,-1.991233826E0
6.479722875E0,-3.110466152E-2,9.254475124E-3,-1.991117358E0
6.489695875E0,-2.408536896E-2,4.694078118E-3,-1.988793135E0
6.499669708E0,-2.477566712E-2,1.300538797E-2,-1.987226605E0
6.509643708E0,-2.718183398E-2,1.400726940E-2,-1.979754806E0
6.519616708E0,-3.215555102E-2,1.073451061E-2,-1.974981308E0
6.529589708E0,-3.425145894E-2,1.756259054E-2,-1.971736789E0
6.539562708E0,-3.365082294E-2,1.821909472E-2,-1.966839552E0
6.549535708E0,-2.924728580E-2,1.831523329E-2,-1.964047194E0
6.559508708E0,-2.824966982E-2,1.239495166E-2,-1.962492585E0
6.569481708E0,-2.394040860E-2,1.541470923E-2,-1.961970568E0
6.579454708E0,-2.678572573E-2,1.095771883E-2,-1.959158778E0
6.589427708E0,-2.484721132E-2,7.971250452E-3,-1.953555703E0
6.599400708E0,-2.893596143E-2,1.543403417E-2,-1.950401545E0
6.609373708E0,-2.853089198E-2,1.121132635E-2,-1.942364097E0
6.619346708E0,-2.832699195E-2,1.574578136E-2,-1.943029284E0
6.629319708E0,-2.751712501E-2,2.270355448E-2,-1.938244939E0
6.639292708E0,-3.017176501E-2,1.142213959E-2,-1.936677933E0
6.649265708E0,-2.852406725E-2,1.588160172E-2,-1.933986187E0
6.659238708E0,-3.118235990E-2,1.497704443E-2,-1.934593558E0
6.669211708E0,-3.141485527E-2,1.035299804E-2,-1.932496071E0
6.679184708E0,-3.051858023E-2,1.085796207E-2,-1.930846691E0
6.689157708E0,-2.702158317E-2,1.376240514E-2,-1.929798245E0
6.699131708E0,-2.187120914E-2,1.306560729E-2,-1.925838470E0
6.709104708E0,-2.165229805E-2,1.369438041E-2,-1.926665187E0
6.719077708E0,-2.225382254E-2,1.778347418E-2,-1.922010422E0
6.729050708E0,-2.915380523E-2,1.257726178E-2,-1.923870087E0
6.739023708E0,-3.570384905E-2,1.799998991E-2,-1.920990705E0
6.748996708E0,-3.977502510E-2,1.328592747E-2,-1.923642635E0
6.758969708E0,-3.404852748E-2,1.596682146E-2,-1.921702981E0
6.768942708E0,-3.012009896E-2,1.950776204E-2,-1.924054742E0
6.778915708E0,-2.749839239E-2,1.468526945E-2,-1.925639987E0
6.788888708E0,-2.785791829E-2,2.647721395E-2,-1.929889917E0
6.798861708E0,-3.452390060E-2,1.085256319E-2,-1.930245757E0
6.808834708E0,-3.188976645E-2,9.827512316E-3,-1.938685656E0
6.818807708E0,-3.259053081E-2,2.268643305E-2,-1.945008039E0
6.828780708E0,-2.970872447E-2,1.636408828E-2,-1.949241400E0
6.838753708E0,-2.528077736E-2,1.340349019E-2,-1.953715324E0
6.848726708E0,-2.287461236E-2,8.930444717E-3,-1.960680246E0
6.858699708E0,-2.068043686E-2,1.774277166E-2,-1.964130402E0
6.868672708E0,-2.144503035E-2,2.874242514E-2,-1.967761397E0
6.878645708E0,-2.301016264E-2,1.164295059E-2,-1.974753737E0
6.888618708E0,-3.447081149E-2,1.638550684E-2,-1.982823610E0
6.898592708E0,-3.930791840E-2,1.995745674E-2,-1.989423871E0
6.908565708E0,-4.279585928E-2,1.129099820E-2,-1.996579766E0
6.918538708E0,-4.495141283E-2,1.090419013E-2,-2.007465124E0
6.928511708E0,-3.551530093E-2,1.869180426E-2,-2.011123657E0
6.938484708E0,-2.893258817E-2,1.515124645E-2,-2.016259432E0
6.948457708E0,-2.185843326E-2,9.036893956E-3,-2.022655487E0
6.958430708E0,-2.364496142E-2,2.177026309E-2,-2.027492046E0
6.968403708E0,-2.871135995E-2,1.967009529E-2,-2.032197475E0
6.978376708E0,-3.104979731E-2,1.289748680E-2,-2.038411617E0
6.988349708E0,-3.011982143E-2,2.135968208E-2,-2.043847799E0
6.998322708E0,-2.975204214E-2,2.363580838E-2,-2.048627853E0
7.008295708E0,-2.666410804E-2,1.474910881E-2,-2.056513071E0
7.018268708E0,-2.812033892E-2,1.282893587E-2,-2.066478014E0
7.028241708E0,-3.200455755E-2,2.462035045E-2,-2.070635080E0
7.038214708E0,-3.706926480E-2,1.209873427E-2,-2.079938173E0
7.048187708E0,-3.654169291E-2,8.583628573E-3,-2.088238239E0
7.058160708E0,-3.429956734E-2,2.131155506E-2,-2.096966505E0
7.068133708E0,-3.250166774E-2,1.085998025E-2,-2.100334167E0
7.078106708E0,-2.623667754E-2,1.383469719E-2,-2.109376907E0
7.088080708E0,-2.341905236E-2,1.612554863E-2,-2.114725351E0
7.098053708E0,-2.737267874E-2,1.253126282E-2,-2.120636463E0
7.108026708E0,-3.066221625E-2,1.392409671E-2,-2.120362043E0
7.117999708E0,-3.176219389E-2,1.338937413E-2,-2.127527475E0
7.127972708E0,-3.242532164E-2,2.055700496E-2,-2.133003712E0
7.137945708E0,-3.015034087E-2,1.667171344E-2,-2.137385607E0
7.147918708E0,-2.818892337E-2,1.188388187E-2,-2.144148827E0
7.157891708E0,-2.222752012E-2,1.693342254E-2,-2.146730185E0
7.167864708E0,-1.994412765E-2,1.600744203E-2,-2.154839754E0
7.177837708E0,-2.222577855E-2,1.293892227E-2,-2.157473803E0
7.187810708E0,-2.678431012E-2,1.308752596E-2,-2.167343140E0
7.197783708E0,-3.362854570E-2,1.553405914E-2,-2.173294544E0
7.207756708E0,-3.729918227E-2,1.094037388E-2,-2.175345659E0
7.217729708E0,-3.836693987E-2,8.096879348E-3,-2.181468248E0
7.227702708E0,-3.768516704E-2,1.235580631E-2,-2.185044527E0
7.237675708E0,-3.603223711E-2,1.724594273E-2,-2.186937809E0
7.247648708E0,-3.108648024E-2,9.224766865E-3,-2.189216375E0
7.257621708E0,-3.212696314E-2,1.585473865E-2,-2.192769051E0
7.267594708E0,-3.261778504E-2,1.722573489E-2,-2.193162680E0
7.277568708E0,-3.451804072E-2,1.798763126E-2,-2.196753740E0
7.287541708E0,-3.391297162E-2,1.649892330E-2,-2.198636055E0
7.297514708E0,-3.309731558E-2,1.943847537E-2,-2.203782558E0
7.307487708E0,-3.157052770E-2,9.591701441E-3,-2.205456972E0
7.317460708E0,-3.412841260E-2,1.291905995E-2,-2.207002878E0
7.327433708E0,-3.847309202E-2,1.303277630E-2,-2.210703850E0
7.337406708E0,-3.831952438E-2,1.392409950E-2,-2.212769985E0
7.347379708E0,-3.604971245E-2,9.507779032E-3,-2.215607882E0
7.357352708E0,-3.210949898E-2,1.072508190E-2,-2.213711739E0
7.367325708E0,-2.682258934E-2,2.206908166E-2,-2.213593483E0
7.377298708E0,-2.613820508E-2,1.479612663E-2,-2.211806059E0
7.387271708E0,-2.274027839E-2,1.072228886E-2,-2.215230703E0
7.397244708E0,-2.521998435E-2,1.829903200E-2,-2.216788769E0
7.407217708E0,-2.862563357E-2,1.372132543E-2,-2.218662977E0
7.417190708E0,-3.129642829E-2,1.422169618E-2,-2.215770483E0
7.427163708E0,-3.139469773E-2,1.402302459E-2,-2.219293833E0
7.437136708E0,-3.209741041E-2,1.067173667E-2,-2.222335339E0
7.447109708E0,-2.906407230E-2,1.683801971E-2,-2.222131729E0
7.457083708E0,-3.601090610E-2,1.491593290E-2,-2.222589970E0
7.467056708E0,-4.316681996E-2,1.154330466E-2,-2.220970869E0
7.477029708E0,-4.309529811E-2,1.218757220E-2,-2.222341776E0
7.487002708E0,-4.297731817E-2,1.749631763E-2,-2.219867229E0
7.496975625E0,-3.933250159E-2,1.768490300E-2,-2.219876051E0
7.506948625E0,-3.621686995E-2,1.755813509E-2,-2.220295906E0
7.516921625E0,-2.931299619E-2,1.638288796E-2,-2.221157074E0
7.526894625E0,-2.209636196E-2,2.083303034E-2,-2.223914623E0
7.536867625E0,-1.934219897E-2,1.609320939E-2,-2.224635601E0
7.546840625E0,-2.545947954E-2,1.063293125E-2,-2.228791237E0
7.556813625E0,-2.881754749E-2,1.133984793E-2,-2.229280949E0
7.566786625E0,-3.339072689E-2,1.436599623E-2,-2.229525566E0
7.576759625E0,-3.171453625E-2,9.959455580E-3,-2.228095770E0
7.586732625E0,-3.310071304E-2,1.712522283E-2,-2.226813793E0
7.596705625E0,-3.698227555E-2,1.550054550E-2,-2.227082253E0
7.606678625E0,-3.925049305E-2,1.404832304E-2,-2.229321241E0
7.616651625E0,-4.261867702E-2,1.289616153E-2,-2.228531837E0
7.626624625E0,-4.356356338E-2,1.652605087E-2,-2.227168560E0
7.636597625E0,-4.203224555E-2,1.473294385E-2,-2.225715876E0
