time[s],ar[rad],br[rad],gr[rad],ax[m/s^2],ay[m/s^2],az[m/s^2],awx[m/s^2],awy[m/s^2],awz[m/s^2]
37.144,2.89052,0.04344,0.0225,-1.09833,-1.70664,2.17474,1.46357,1.48343,2.12271
37.194,2.90535,0.04167,0.02103,-0.72054,-1.45719,0.90417,1.03161,1.28856,0.85761
37.244,2.91624,0.04437,0.01263,-0.62509,-1.59916,0.6844,0.96465,1.44938,0.62063
37.294,2.92294,0.05271,0.00955,-0.65231,-1.61497,-0.18002,0.98626,1.42353,-0.25862
37.345,2.94091,0.05778,0.02299,-0.60559,-1.20403,-1.28694,0.84723,0.9793,-1.34008
37.395,2.95954,0.06588,0.02674,0.2796,-0.43283,-1.80185,-0.17087,0.34953,-1.83326
37.445,2.96482,0.07263,0.02241,-0.21004,-0.60917,-1.29763,0.32568,0.46372,-1.3334
37.495,2.96853,0.06444,0.02442,-0.02467,-0.20304,-0.74766,0.06889,0.14483,-0.75836
37.545,2.96241,0.05631,0.0185,-0.23665,-0.23563,0.34897,0.27194,0.21004,0.33946
37.595,2.95465,0.05665,0.0116,-0.5097,-0.30615,0.31627,0.55738,0.22421,0.3043
37.646,2.9521,0.05352,0.01233,-0.28614,0.36436,-0.13545,0.21277,-0.41847,-0.11223
37.696,2.94483,0.05688,0.00079,-0.27161,0.59426,-0.03337,0.15004,-0.6368,0.00068
37.746,2.9352,0.0628,-0.01262,-0.34629,0.46062,0.38582,0.25438,-0.49848,0.40958
37.796,2.92451,0.07378,-0.02472,-0.23331,0.40385,0.29513,0.15274,-0.42428,0.31825
37.846,2.90619,0.07668,-0.03037,-0.26729,0.43076,0.21873,0.16984,-0.46583,0.24289
37.896,2.88865,0.07427,-0.02693,-0.42268,-0.09694,0.28017,0.44557,0.00527,0.26076
37.947,2.88091,0.07281,-0.02464,-0.3312,-0.1124,-0.33617,0.33435,0.00091,-0.35149
37.997,2.87915,0.06904,-0.02002,0.16778,-0.08996,-0.20123,-0.14615,0.11806,-0.20356
38.047,2.87583,0.07077,-0.02105,0.51071,-0.36648,0.5898,-0.37353,0.52454,0.573
38.097,2.87604,0.07318,-0.01995,0.60099,-0.64549,-0.18444,-0.41771,0.76769,-0.21915
38.147,2.87815,0.06995,-0.01924,0.99187,-0.68507,0.56658,-0.75833,0.95473,0.53624
38.198,2.88389,0.07324,-0.01376,0.44531,-0.33022,-0.04521,-0.34796,0.42934,-0.06314
38.249,2.89328,0.08043,-0.01085,0.43208,-0.1926,-0.69018,-0.39241,0.24073,-0.69871
38.3,2.89983,0.08303,-0.0063,0.0364,-0.41797,-0.4287,0.05325,0.37928,-0.46165
38.351,2.90809,0.08362,-0.00163,-0.09708,-0.41808,-0.12254,0.18828,0.37293,-0.15719
38.402,2.92201,0.08235,-0.00174,-0.28995,-0.75949,0.47976,0.45727,0.71387,0.41516
38.453,2.9478,0.08104,0.00036,0.31342,-0.24082,0.50235,-0.25367,0.33583,0.48109
38.504,2.97001,0.07872,0.0053,0.55743,-0.00949,0.15201,-0.54641,0.11619,0.14785
38.555,2.98545,0.08041,0.00797,0.1223,-0.05584,0.76163,-0.10865,0.1353,0.75369
38.606,2.99642,0.09125,0.01501,0.17259,0.0784,-0.48602,-0.18127,-0.09739,-0.47938
38.657,3.00039,0.09421,0.02387,-0.01183,-0.27577,-0.09394,0.05133,0.26111,-0.11916
38.708,3.00196,0.09273,0.02791,-0.03008,-0.65612,-0.09307,0.12208,0.63394,-0.15256
38.759,3.00652,0.08736,0.02513,0.0382,-0.36739,0.61614,0.00333,0.42305,0.58058
38.81,3.01446,0.08909,0.02546,0.24809,-0.09274,0.11313,-0.23595,0.13286,0.09811
38.861,3.01733,0.0922,0.02226,0.09357,0.2158,0.37776,-0.12351,-0.16627,0.39386
38.912,3.01318,0.09658,0.02597,-0.09235,0.06605,-0.08882,0.08436,-0.08558,-0.07962
38.963,3.00701,0.09826,0.02646,-0.34874,-0.1971,0.00089,0.3719,0.14858,-0.00927
39.014,3.00246,0.09807,0.0263,-0.1348,-0.32406,0.36787,0.17363,0.33804,0.33778
39.065,3.00115,0.1002,0.02968,-0.26425,-0.17559,0.15075,0.28378,0.15234,0.14016
39.116,3.0006,0.10412,0.02937,-0.1281,0.01163,-0.27249,0.12915,-0.05821,-0.26594
39.167,2.99965,0.10191,0.03036,0.07648,0.13102,0.00465,-0.09422,-0.11796,0.01565
39.217,2.99678,0.10077,0.03017,-0.15365,0.00898,-0.00447,0.15082,-0.031,0.00107
39.268,2.99501,0.09787,0.02782,0.11253,0.08278,0.24209,-0.12657,-0.041,0.24581
39.319,2.99262,0.0943,0.02742,-0.18905,-0.21934,0.57621,0.21179,0.24436,0.55794
39.37,2.9945,0.09768,0.02769,0.01391,0.15764,0.16197,-0.03887,-0.13691,0.17613
39.421,2.99435,0.10125,0.02764,0.10501,0.06044,-0.02356,-0.11241,-0.04682,-0.02021
39.472,2.99326,0.10936,0.02927,0.11021,0.13728,-0.56452,-0.12194,-0.18238,-0.54914
39.523,2.98786,0.10706,0.02874,-0.15707,-0.21003,-0.20035,0.18962,0.16077,-0.21708
39.575,2.98648,0.10726,0.02962,-0.15584,-0.29043,0.14967,0.19669,0.27823,0.12224
39.626,2.98843,0.10834,0.03096,0.03802,-0.06152,-0.01968,-0.02797,0.06392,-0.02738
39.677,2.98967,0.11088,0.03191,0.1113,0.07725,-0.06904,-0.12062,-0.06732,-0.06356
39.727,2.98944,0.11537,0.03372,0.03379,0.22189,-0.65322,-0.05643,-0.2905,-0.62409
39.778,2.98342,0.11123,0.0343,-0.32718,-0.27725,-0.09692,0.36809,0.21069,-0.11589
39.829,2.98484,0.10709,0.03399,-0.0103,-0.24434,0.41555,0.04108,0.28444,0.38717
39.879,2.98853,0.10992,0.03612,-0.10723,0.0028,-0.13063,0.10803,-0.03354,-0.1256
39.93,2.99217,0.10942,0.03633,0.28363,0.21298,-0.21818,-0.30768,-0.19299,-0.20372
39.981,2.99126,0.11022,0.03637,0.03299,0.10384,-0.33372,-0.04157,-0.13533,-0.32125
40.032,2.98918,0.10625,0.03536,-0.00364,-0.04206,-0.03811,0.01066,0.0366,-0.04221
40.083,2.9896,0.10356,0.03581,-0.08813,-0.13468,0.14828,0.10446,0.13535,0.13661
40.134,2.99046,0.10201,0.03439,0.03252,0.07849,0.26998,-0.04894,-0.04385,0.27529
40.186,2.99281,0.10395,0.03478,0.11684,0.15425,-0.27935,-0.13297,-0.16492,-0.26571
40.237,2.9923,0.10529,0.03351,-0.01547,0.03477,-0.13235,0.01247,-0.05085,-0.12737
40.287,2.99159,0.10641,0.03426,-0.04011,0.01324,-0.43875,0.04559,-0.06715,-0.43324
40.339,2.98996,0.10341,0.03085,-0.14247,-0.15439,0.02156,0.16371,0.13304,0.00987
40.39,2.99156,0.10035,0.03019,0.0146,-0.11705,0.40662,-0.00308,0.15938,0.39223
40.441,2.99479,0.10322,0.02832,0.04739,0.07955,-0.16536,-0.05631,-0.08902,-0.15755
40.491,2.99677,0.1047,0.02772,0.06022,0.19827,-0.192,-0.08568,-0.20722,-0.17181
40.543,2.99538,0.10612,0.02451,0.15208,0.19351,-0.29041,-0.17594,-0.20007,-0.2719
40.593,2.99405,0.10474,0.02355,-0.32639,-0.2021,0.00213,0.35241,0.15187,-0.01137
40.643,2.99577,0.10442,0.01972,0.06572,0.0395,-0.13113,-0.07016,-0.04335,-0.12757
40.695,2.99908,0.10235,0.01774,0.0396,0.0657,0.02517,-0.04856,-0.05653,0.03105
40.745,2.99934,0.10498,0.01506,0.06985,0.16215,-0.12956,-0.09201,-0.16355,-0.11288
40.796,2.99885,0.10538,0.01553,0.02511,0.05307,-0.29996,-0.03224,-0.0806,-0.29307
40.847,2.99756,0.10527,0.01278,-0.14277,-0.10807,-0.18089,0.15629,0.06692,-0.18942
40.898,2.99771,0.10222,0.01055,-0.13647,-0.10529,0.11743,0.15058,0.09627,0.1075
40.949,3.00029,0.10098,0.01067,-0.05766,0.06543,0.1168,0.04834,-0.06068,0.12341
41,3.00249,0.10277,0.01066,0.17494,0.2536,-0.21675,-0.20904,-0.2481,-0.19144
41.051,3.00084,0.10348,0.01115,-0.13831,-0.00559,-0.2932,0.13672,-0.04418,-0.29066
41.102,2.99988,0.10304,0.01154,-0.09784,-0.04038,-0.11299,0.10219,0.01437,-0.11541
41.153,2.99926,0.10253,0.01046,-0.14337,-0.13263,-0.13143,0.1601,0.0969,-0.14281
41.204,2.99994,0.09899,0.01047,-0.09837,-0.16864,0.03253,0.1212,0.15558,0.01673
41.255,3.00321,0.09867,0.01026,0.12946,0.104,0.13351,-0.14206,-0.07157,0.14177
41.306,3.00406,0.10116,0.00955,0.32349,0.22692,-0.25183,-0.35252,-0.20511,-0.23069
41.356,3.00087,0.10139,0.00984,0.07969,0.03991,-0.18485,-0.0853,-0.047,-0.18063
41.407,2.99637,0.10068,0.00808,-0.12239,-0.22098,-0.06659,0.15249,0.19323,-0.08748
41.458,2.99487,0.09804,0.00859,-0.18646,-0.12967,0.04475,0.2036,0.10495,0.03344
41.508,2.99566,0.09829,0.0069,0.06431,0.06031,0.05026,-0.07198,-0.04514,0.05549
41.558,2.99521,0.09962,0.00796,0.19843,0.18824,-0.1839,-0.22487,-0.17482,-0.16584
41.609,2.99077,0.09984,0.00983,-0.08426,0.01189,-0.2558,0.08019,-0.04986,-0.2525
41.659,2.98616,0.10031,0.00912,-0.14744,-0.18788,-0.18927,0.17339,0.143,-0.20579
41.709,2.98422,0.09783,0.01134,-0.1736,-0.2052,0.06832,0.20376,0.18139,0.04991
41.759,2.98434,0.09724,0.01212,0.09478,0.03413,0.05214,-0.09877,-0.01372,0.05406
41.809,2.98333,0.09732,0.01364,0.11037,0.14216,-0.05474,-0.1314,-0.12785,-0.04216
41.859,2.98029,0.09899,0.01604,0.10298,0.06374,0.06094,-0.11184,-0.04013,0.06529
41.91,2.97652,0.10164,0.01927,0.01795,-0.0275,-0.23922,-0.01266,0.0052,-0.24108
41.96,2.97298,0.10211,0.02255,-0.19599,-0.17287,-0.13453,0.22279,0.12306,-0.14702
42.01,2.97168,0.10079,0.02411,-0.04375,-0.07325,-0.20312,0.05682,0.04357,-0.20835
42.061,2.97222,0.09973,0.02551,-0.01068,-0.01797,0.15845,0.01221,0.03208,0.15609
42.112,2.9741,0.10328,0.02659,0.19874,0.17937,-0.13464,-0.2245,-0.15761,-0.12064
42.162,2.97318,0.10598,0.02597,0.05015,0.04679,-0.36023,-0.05441,-0.07672,-0.35443
42.212,2.97211,0.10321,0.02354,-0.10114,-0.29973,0.18522,0.14891,0.29659,0.15567
42.263,2.97536,0.10516,0.02137,0.09199,-0.08535,0.18135,-0.07736,0.11813,0.1694
42.313,2.97821,0.10906,0.02218,0.15801,0.21353,-0.39963,-0.18878,-0.22847,-0.3774
42.364,2.97527,0.10943,0.02045,0.1773,0.11543,-0.13652,-0.1936,-0.09936,-0.12667
42.415,2.97121,0.11087,0.02221,-0.13533,-0.1702,0.0303,0.16198,0.14751,0.01426
42.466,2.96926,0.11271,0.02535,-0.1064,-0.09444,-0.37233,0.12306,0.03164,-0.37779
42.517,2.96903,0.11205,0.02551,-0.14141,-0.11584,-0.00177,0.15911,0.08933,-0.01113
42.568,2.96947,0.11154,0.0259,0.09064,0.03457,-0.10308,-0.09453,-0.03034,-0.10089
42.619,2.97067,0.11096,0.0273,0.09849,0.09622,0.2664,-0.11549,-0.04748,0.27265
42.67,2.97081,0.11585,0.0294,0.14624,0.12621,-0.33991,-0.16227,-0.13958,-0.32717
42.721,2.9683,0.11751,0.03026,0.01093,0.021,-0.21611,-0.01229,-0.04477,-0.21239
42.772,2.96534,0.11671,0.03174,-0.11662,-0.10074,-0.16227,0.13413,0.05899,-0.16914
42.823,2.96531,0.11569,0.03211,0.00039,-0.00462,0.02284,0.00016,0.0073,0.02213
42.875,2.96541,0.11655,0.03247,-0.03411,0.06678,-0.06586,0.02273,-0.07906,-0.05651
42.926,2.96503,0.11687,0.03295,0.26007,0.216,-0.11816,-0.29233,-0.18076,-0.10061
42.977,2.96237,0.11893,0.03378,-0.00179,0.04925,-0.17447,-0.00484,-0.06984,-0.16723
43.028,2.95799,0.11747,0.03427,-0.22519,-0.12882,-0.10791,0.24613,0.07248,-0.11454
43.079,2.95773,0.11493,0.03397,-0.17352,-0.02279,-0.25709,0.17796,-0.03935,-0.25201
43.13,2.95834,0.1111,0.03232,-0.15626,-0.03492,0.61009,0.15293,0.07628,0.60715
43.18,2.96158,0.11611,0.03469,0.34982,0.31557,-0.28724,-0.39648,-0.28167,-0.26063
43.23,2.95915,0.11786,0.03557,0.03075,0.11877,-0.4458,-0.04556,-0.16493,-0.42954
43.28,2.95595,0.11563,0.03566,-0.03606,-0.04891,-0.11058,0.04594,0.02799,-0.11414
43.331,2.95504,0.11504,0.03363,-0.2337,-0.13164,0.17164,0.25192,0.10648,0.1631
43.382,2.95769,0.11436,0.03506,0.0223,0.10545,-0.04802,-0.04043,-0.10469,-0.03642
43.433,2.95842,0.11479,0.03487,0.02446,0.1927,-0.08172,-0.05783,-0.19359,-0.05991
43.483,2.9589,0.11612,0.03603,0.07274,0.11975,-0.17245,-0.09066,-0.12482,-0.1599
43.534,2.95772,0.11754,0.03658,-0.07746,0.00454,-0.44296,0.08177,-0.07226,-0.43627
43.584,2.95732,0.11419,0.03732,-0.19204,-0.14369,-0.18882,0.21796,0.08355,-0.19671
43.635,2.95876,0.11094,0.03607,-0.18501,-0.14524,0.03565,0.20764,0.11317,0.02596
43.686,2.96323,0.10843,0.0371,0.10232,0.20532,0.12191,-0.13903,-0.16937,0.13955
43.737,2.96548,0.10882,0.0373,0.16141,0.12579,-0.10805,-0.17891,-0.10774,-0.09965
43.787,2.96559,0.10963,0.03895,0.08138,0.07789,-0.30109,-0.0879,-0.09679,-0.29368
43.838,2.96459,0.10678,0.03869,0.00425,-0.06538,-0.47734,0.01649,0.01143,-0.48139
43.889,2.96383,0.10063,0.0356,-0.23568,-0.06562,0.06193,0.24245,0.02995,0.06333
43.94,2.96707,0.09541,0.03549,0.06457,0.01072,-0.15755,-0.06254,-0.01526,-0.15799
43.991,2.96764,0.08869,0.03382,-0.1083,0.09429,0.04952,0.08951,-0.10631,0.06129
44.042,2.96833,0.08612,0.03357,0.18949,0.12782,0.18639,-0.21199,-0.07647,0.19026
44.093,2.96767,0.08478,0.03549,0.02914,0.00789,-0.05335,-0.02897,-0.00756,-0.05349
44.143,2.96594,0.08256,0.03499,-0.08588,-0.07045,-0.09588,0.09874,0.04601,-0.09831
44.194,2.96634,0.07922,0.03463,-0.03125,-0.09773,0.13553,0.045,0.10194,0.12837
44.246,2.96812,0.07999,0.03451,0.10371,0.05498,0.16796,-0.115,-0.02216,0.16815
44.296,2.96886,0.08292,0.0354,0.1291,0.11104,-0.17641,-0.14254,-0.10267,-0.17105
44.347,2.96661,0.08551,0.0366,0.00279,0.07583,-0.42449,-0.00691,-0.1123,-0.41628
44.398,2.96361,0.08429,0.03496,-0.09431,-0.15012,-0.17963,0.1228,0.11483,-0.18824
44.449,2.96231,0.08085,0.03442,-0.29513,-0.29263,0.12207,0.34001,0.24565,0.10808
44.5,2.96609,0.08144,0.03455,-0.01541,0.02178,0.2809,0.00582,0.00016,0.2821
44.551,2.96913,0.08537,0.03546,0.29359,0.33489,-0.3876,-0.3386,-0.31413,-0.36777
44.601,2.96748,0.08523,0.03494,0.01272,0.04744,-0.19965,-0.01679,-0.06233,-0.19521
44.651,2.96483,0.08482,0.03468,-0.04701,-0.09223,-0.26877,0.0676,0.0583,-0.27383
44.701,2.96444,0.08201,0.03461,-0.27755,-0.18026,0.16571,0.30159,0.1431,0.15986
44.751,2.96743,0.0816,0.03317,0.08416,0.0959,0.0238,-0.09989,-0.07774,0.02874
44.802,2.96915,0.08313,0.03335,0.0261,0.10106,-0.02804,-0.04247,-0.09726,-0.0204
44.852,2.96958,0.085,0.03378,0.10111,0.08289,-0.10761,-0.11173,-0.07398,-0.10352
44.902,2.96924,0.08662,0.03328,-0.05513,-0.0915,-0.27341,0.07485,0.05566,-0.27832
44.952,2.97002,0.08676,0.0312,-0.14472,-0.14613,0.03311,0.16692,0.12213,0.0248
45.004,2.97306,0.08568,0.03083,0.02388,-0.01652,-0.09256,-0.01929,0.01189,-0.09432
45.054,2.97685,0.08738,0.02829,0.04242,0.10348,-0.06507,-0.05787,-0.10074,-0.05696
45.104,2.97859,0.08751,0.02637,0.14413,0.22389,-0.15989,-0.17652,-0.21149,-0.14344
45.155,2.97933,0.0891,0.02539,0.07647,0.11263,-0.18555,-0.0916,-0.11558,-0.17667
45.205,2.97732,0.08869,0.02248,-0.10844,-0.0938,0.00196,0.12226,0.07483,-0.00393
45.255,2.97916,0.08702,0.02293,-0.1477,-0.01896,-0.06238,0.14935,-0.01053,-0.0604
45.305,2.98129,0.08709,0.01859,-0.08386,-0.03128,0.33438,0.08627,0.04721,0.33189
45.355,2.98631,0.09189,0.01888,0.23782,0.17514,-0.31347,-0.26055,-0.16527,-0.3005
45.405,2.98667,0.09329,0.01818,0.13557,0.14587,-0.19396,-0.15568,-0.1412,-0.18195
45.456,2.98534,0.09506,0.01706,0.0184,-0.06842,-0.33618,-0.00688,0.03771,-0.34142
45.506,2.98471,0.09458,0.01543,-0.19307,-0.26071,-0.11587,0.23132,0.21539,-0.13699
45.556,2.98717,0.09218,0.01417,-0.08518,-0.13132,0.04426,0.1043,0.12034,0.03318
45.606,2.99181,0.09235,0.01377,0.06354,0.18017,-0.09659,-0.08962,-0.177,-0.08043
45.656,2.99327,0.09306,0.012,0.26158,0.23387,-0.04081,-0.29322,-0.19576,-0.02202
45.706,2.99211,0.09396,0.01232,0.00478,0.00706,-0.15352,-0.00604,-0.02076,-0.15223
45.757,2.99098,0.09338,0.01316,-0.12677,-0.10088,-0.09409,0.14033,0.07158,-0.10142
45.807,2.99104,0.09365,0.01153,-0.09259,-0.09795,-0.07908,0.10597,0.07518,-0.08683
45.857,2.99269,0.09132,0.01309,-0.05693,-0.07529,0.17622,0.06753,0.08201,0.16935
45.907,2.99515,0.09401,0.01259,0.13773,0.17399,-0.27061,-0.16188,-0.17706,-0.25478
45.957,2.99544,0.09472,0.01334,0.14312,0.15658,-0.20476,-0.16443,-0.15311,-0.19092
46.007,2.99147,0.09463,0.01348,-0.04107,-0.10527,-0.21411,0.05611,0.0771,-0.22253
46.058,2.9888,0.09233,0.01473,-0.25245,-0.26119,-0.10636,0.28917,0.20904,-0.12627
46.108,2.98978,0.08945,0.0158,-0.06027,-0.0484,-0.04532,0.06697,0.03451,-0.0485
46.159,2.99172,0.08848,0.01589,0.0799,0.15577,-0.15912,-0.10178,-0.15588,-0.14598
46.21,2.99232,0.08676,0.01584,0.1476,0.16331,-0.00573,-0.17015,-0.13965,0.00611
46.261,2.99057,0.08664,0.01601,0.03366,0.06018,-0.14213,-0.0419,-0.06675,-0.13691
46.312,2.98869,0.08494,0.01698,-0.05441,-0.1252,0.00055,0.07277,0.11514,-0.00916
46.363,2.98798,0.08365,0.01797,-0.08206,-0.11144,-0.02384,0.09821,0.09527,-0.03159
46.414,2.98898,0.08306,0.01969,-0.05432,0.00762,-0.13893,0.05349,-0.02747,-0.13672
46.465,2.98985,0.08266,0.01996,0.10377,0.10726,-0.19217,-0.11735,-0.10641,-0.18468
46.516,2.98854,0.08278,0.02163,-0.00422,0.04749,-0.20849,-0.00121,-0.06513,-0.20371
46.568,2.98662,0.0803,0.02254,0.0062,-0.06719,-0.09565,0.00516,0.05921,-0.10085
46.619,2.98618,0.07691,0.02466,-0.15364,-0.21227,0.1216,0.18303,0.1953,0.10867
46.669,2.98797,0.07569,0.02605,0.09699,0.01155,0.04501,-0.09824,0.00681,0.04322
46.72,2.98961,0.07606,0.02794,0.17457,0.1465,-0.16296,-0.19204,-0.13127,-0.15615
46.771,2.988,0.07573,0.0295,0.17739,0.12039,-0.25165,-0.18923,-0.11184,-0.24693
46.822,2.98495,0.074,0.03097,0.042,-0.02848,-0.11871,-0.03479,0.02527,-0.12173
46.872,2.98162,0.07241,0.03174,-0.17622,-0.16392,0.02329,0.19953,0.13553,0.01694
46.923,2.98121,0.0699,0.03257,-0.03215,-0.07362,0.13044,0.04072,0.07711,0.12595
46.975,2.98228,0.07007,0.03465,-0.10656,-0.03578,0.12032,0.10807,0.02757,0.12113
47.025,2.98382,0.07294,0.03736,0.2703,0.1779,-0.24108,-0.28861,-0.15226,-0.23738
47.075,2.98168,0.07497,0.03947,0.02732,0.01649,-0.44502,-0.01755,-0.04765,-0.44327
47.126,2.97852,0.07184,0.03987,-0.0647,-0.17658,-0.06689,0.09427,0.15831,-0.07677
47.176,2.9794,0.07085,0.03988,-0.07644,-0.14087,0.00814,0.09788,0.12717,0.00118
47.226,2.98063,0.06989,0.04056,0.05876,0.07418,0.05413,-0.0714,-0.05971,0.05675
47.276,2.98134,0.07054,0.04266,0.02662,0.13845,-0.16349,-0.04325,-0.14465,-0.15431
47.326,2.98002,0.06992,0.04301,0.00631,0.0515,-0.03537,-0.01339,-0.05239,-0.03192
47.376,2.98002,0.07055,0.04421,-0.07295,-0.12816,-0.15459,0.09752,0.10283,-0.15987
47.427,2.98168,0.06874,0.04407,-0.10709,-0.06919,-0.03767,0.11789,0.04861,-0.03759
47.478,2.9839,0.06728,0.04332,0.05773,0.03514,0.10155,-0.06577,-0.0183,0.10109
47.529,2.98686,0.06879,0.04338,0.20489,0.2187,-0.20987,-0.2292,-0.20027,-0.20301
47.579,2.98568,0.06989,0.04278,0.22367,0.19507,-0.19022,-0.2451,-0.17257,-0.1855
47.63,2.98202,0.06886,0.04154,-0.12698,-0.15493,-0.13845,0.15404,0.12249,-0.14341
47.681,2.98163,0.06708,0.0419,-0.24215,-0.25103,0.04366,0.27751,0.21258,0.03682
47.732,2.98365,0.06609,0.04073,-0.02024,-0.05086,-0.06221,0.02982,0.04254,-0.06455
47.783,2.98675,0.0661,0.042,0.18967,0.2567,-0.12573,-0.22288,-0.23338,-0.11634
47.834,2.98561,0.0655,0.04091,0.14539,0.18367,-0.12745,-0.16818,-0.16791,-0.12099
47.885,2.98376,0.06622,0.04104,0.0729,0.01967,-0.15986,-0.07024,-0.01959,-0.16106
47.936,2.98088,0.065,0.03995,-0.23775,-0.2273,-0.00904,0.27115,0.18586,-0.0143
47.987,2.98278,0.06358,0.03998,-0.0259,-0.03366,-0.05377,0.03245,0.02544,-0.05472
48.038,2.98411,0.06147,0.04079,0.02069,0.10895,0.06931,-0.0396,-0.09956,0.07497
48.089,2.98504,0.06368,0.03959,0.21091,0.19128,-0.18793,-0.23253,-0.16919,-0.18356
48.14,2.98304,0.06372,0.04043,0.11346,0.07629,-0.04797,-0.12258,-0.06089,-0.04755
48.191,2.98095,0.06476,0.03966,-0.15821,-0.12957,-0.18065,0.18199,0.09007,-0.18225
48.242,2.98116,0.06336,0.03834,-0.16734,-0.17042,0.01849,0.19179,0.14285,0.01405
48.293,2.9842,0.06298,0.03791,-0.03221,-0.03169,0.09261,0.0342,0.03257,0.09159
48.343,2.9872,0.06382,0.0372,0.12077,0.11902,-0.13757,-0.13385,-0.10854,-0.13409
48.394,2.988,0.06542,0.0361,0.11993,0.05082,-0.03968,-0.12522,-0.03484,-0.04057
48.446,2.98773,0.06751,0.03556,0.09164,0.03969,-0.25998,-0.09016,-0.04405,-0.2598
48.496,2.98727,0.06613,0.03234,-0.16396,-0.1767,0.02131,0.18861,0.15087,0.01487
48.547,2.98905,0.06558,0.03043,-0.17591,-0.19729,0.10746,0.2016,0.17566,0.09959
48.597,2.99368,0.0664,0.03023,0.13367,0.11424,0.02099,-0.14942,-0.09185,0.02449
48.647,2.99484,0.06913,0.02857,0.12281,0.12687,-0.34443,-0.13373,-0.13246,-0.3382
48.697,2.9951,0.06998,0.02776,0.06683,-0.01669,-0.16975,-0.06075,0.01367,-0.17229
48.747,2.99341,0.07054,0.02522,-0.09026,-0.18809,-0.16284,0.11933,0.16045,-0.17337
48.797,2.99427,0.06847,0.02467,-0.13129,-0.24626,0.07085,0.16491,0.22903,0.05704
48.848,2.99749,0.06764,0.02317,0.01166,0.0692,0.0677,-0.02234,-0.06192,0.07193
48.898,3.00061,0.06931,0.02161,0.14867,0.18893,-0.106,-0.17244,-0.17353,-0.09585
48.948,3.00047,0.07134,0.02017,0.1114,0.13317,-0.25933,-0.1264,-0.13503,-0.25136
48.998,2.99839,0.07172,0.01798,-0.18631,-0.18375,-0.07901,0.21116,0.14925,-0.08862
49.048,2.99958,0.07151,0.01666,-0.2183,-0.23577,0.05186,0.24906,0.20595,0.0385
49.098,3.00343,0.07154,0.01508,0.0381,-0.04692,-0.1417,-0.03057,0.04124,-0.14524
49.149,3.00695,0.07146,0.0144,0.12397,0.15062,0.0024,-0.14303,-0.13219,0.01137
49.199,3.00726,0.07318,0.01298,0.18862,0.12115,-0.05374,-0.20295,-0.09864,-0.04717
49.249,3.00684,0.07608,0.01386,0.07249,0.00475,-0.21565,-0.07171,-0.01167,-0.21565
49.299,3.00385,0.07554,0.01313,-0.16779,-0.24435,-0.14716,0.20005,0.20721,-0.16298
49.349,3.00553,0.07442,0.0141,-0.09012,-0.14372,-0.12916,0.10924,0.12011,-0.1382
49.399,3.00703,0.07357,0.01215,-0.00131,-0.02547,0.22402,0.00422,0.04168,0.22155
49.449,3.01047,0.07706,0.0139,0.32934,0.25095,-0.32654,-0.35803,-0.23086,-0.31079
49.5,3.00774,0.07724,0.01432,0.08492,0.06916,-0.26515,-0.09233,-0.07788,-0.2602
49.55,3.00513,0.07667,0.01381,-0.11979,-0.13273,-0.10373,0.13702,0.10688,-0.11194
49.6,3.00566,0.07563,0.01345,-0.17555,-0.11577,0.02712,0.1895,0.09284,0.02065
49.65,3.0083,0.07487,0.01312,0.01834,0.07087,0.27402,-0.02841,-0.04683,0.27829
49.7,3.01107,0.07755,0.01511,0.29635,0.30432,-0.11516,-0.33277,-0.27167,-0.09569
49.75,3.00956,0.08054,0.01653,0.01221,0.05009,-0.25344,-0.01721,-0.06866,-0.24875
49.801,3.00858,0.08284,0.01752,-0.01196,-0.06666,-0.52617,0.02403,0.01991,-0.52959
49.851,3.00785,0.0799,0.01696,-0.1999,-0.21814,0.06965,0.22669,0.19479,0.05539
49.902,3.01088,0.07884,0.01661,0.17506,0.05423,-0.0668,-0.1802,-0.03637,-0.06521
49.953,3.01197,0.07703,0.01808,0.04731,0.06837,0.26276,-0.05782,-0.04089,0.26635
50.003,3.01238,0.07944,0.02102,0.34541,0.28058,-0.2171,-0.37626,-0.2511,-0.20134
50.053,3.00892,0.08012,0.02376,0.04141,0.04094,-0.23333,-0.04342,-0.05429,-0.23022
50.103,3.00511,0.08104,0.02375,-0.10755,-0.08817,-0.1961,0.12096,0.05628,-0.19999
50.154,3.0034,0.07861,0.02568,-0.1169,-0.04724,0.00882,0.12214,0.0315,0.00807
50.204,3.00311,0.07794,0.02585,-0.03103,0.03232,0.05519,0.02547,-0.03169,0.05832
50.254,3.0034,0.07799,0.02766,0.0753,0.13285,-0.02496,-0.0924,-0.12299,-0.0166
50.304,3.00211,0.08066,0.0289,0.08357,0.14857,-0.2895,-0.0983,-0.15948,-0.27887
50.354,2.99906,0.08016,0.03026,-0.04527,-0.02091,-0.20555,0.05159,-0.00286,-0.2051
50.404,2.99719,0.07821,0.03197,-0.16424,-0.12307,-0.26909,0.18565,0.07617,-0.27251
50.455,2.99704,0.07454,0.03144,-0.14688,-0.0004,0.26116,0.14006,0.00001,0.26488
50.505,2.99947,0.07516,0.03295,0.18779,0.22595,-0.07579,-0.21611,-0.2029,-0.06474
50.555,2.99799,0.07429,0.03432,0.02805,0.08677,0.11885,-0.04291,-0.07239,0.12393
