time[s],ar[rad],br[rad],gr[rad],ax[m/s^2],ay[m/s^2],az[m/s^2],awx[m/s^2],awy[m/s^2],awz[m/s^2]
50.605,2.99664,0.07727,0.03645,0.05273,0.06573,-0.33924,-0.05318,-0.08506,-0.33484
50.655,2.99448,0.07682,0.03697,-0.0682,-0.01447,-0.2707,0.07642,-0.01753,-0.26832
50.705,2.99235,0.07455,0.03631,-0.08646,-0.09941,0.09444,0.09787,0.09288,0.08984
50.756,2.9931,0.07298,0.03694,-0.03071,0.03205,0.0859,0.02342,-0.02942,0.08908
50.806,2.99389,0.074,0.03828,0.12558,0.18745,-0.20392,-0.14618,-0.18284,-0.19415
50.856,2.99204,0.07514,0.03755,-0.06604,0.01071,-0.23733,0.06986,-0.03914,-0.23322
50.906,2.99052,0.07378,0.03867,-0.07938,-0.1016,-0.15276,0.09784,0.07645,-0.15666
50.956,2.98951,0.07269,0.03834,-0.14688,-0.14166,-0.10817,0.16945,0.10943,-0.11248
51.006,2.99094,0.07008,0.03773,0.02226,0.00375,0.08999,-0.02498,0.00631,0.08913
51.057,2.99243,0.06988,0.0375,0.0492,0.11867,-0.02321,-0.06561,-0.11162,-0.01669
51.108,2.99224,0.07086,0.0369,0.22317,0.13006,-0.18631,-0.2351,-0.10974,-0.18472
51.158,2.9898,0.07094,0.03736,-0.10809,-0.1031,-0.18923,0.12733,0.07129,-0.1919
51.209,2.98775,0.0701,0.0366,-0.05447,-0.11261,-0.14354,0.07468,0.09207,-0.14899
51.26,2.98716,0.06688,0.03784,-0.10462,-0.15795,-0.00145,0.12762,0.1398,-0.00805
51.311,2.98908,0.06527,0.03786,0.08985,0.12489,-0.03316,-0.1068,-0.11208,-0.02831
51.362,2.98799,0.06595,0.03684,0.15178,0.07088,-0.07664,-0.15875,-0.05248,-0.07732
51.413,2.9854,0.06748,0.03645,-0.07482,-0.09665,-0.13129,0.09224,0.07433,-0.1347
51.464,2.98363,0.06601,0.03742,-0.11094,-0.11475,-0.15944,0.13178,0.08459,-0.16241
51.515,2.98357,0.06512,0.03589,-0.18892,-0.10679,-0.01391,0.20363,0.07499,-0.01406
51.566,2.98523,0.06376,0.03448,0.04743,-0.00665,0.09712,-0.04815,0.02046,0.09481
51.617,2.98653,0.06475,0.03354,0.12693,0.03454,-0.01495,-0.13036,-0.01576,-0.01692
51.668,2.98697,0.06574,0.035,0.05918,0.03861,-0.11932,-0.06148,-0.03748,-0.11852
51.719,2.98596,0.06871,0.03255,0.01087,-0.09558,-0.28442,0.01016,0.07515,-0.29051
51.77,2.9865,0.06737,0.03197,-0.01551,-0.12372,-0.07047,0.03588,0.11456,-0.0781
51.821,2.98772,0.06648,0.02942,-0.00769,-0.00801,0.11433,0.00666,0.01475,0.11372
51.872,2.99013,0.06755,0.02909,0.12735,0.18595,-0.11221,-0.15178,-0.17242,-0.10305
51.923,2.9896,0.06898,0.02741,0.01177,0.02974,-0.02014,-0.01579,-0.02902,-0.01835
51.974,2.98981,0.07148,0.0279,-0.03508,0.03094,-0.37742,0.03634,-0.06396,-0.37312
52.024,2.98896,0.07031,0.02631,-0.14262,-0.16179,-0.05618,0.16635,0.13397,-0.06365
52.074,2.9903,0.06936,0.02635,-0.17316,-0.12645,-0.11398,0.19196,0.09067,-0.11788
52.125,2.99247,0.06645,0.02298,-0.06065,-0.0279,0.3223,0.05996,0.04087,0.32105
52.175,2.99655,0.06902,0.02284,0.26514,0.21432,-0.10982,-0.29186,-0.18152,-0.10079
52.225,2.99691,0.07171,0.02137,0.12403,0.15465,-0.28845,-0.14185,-0.15628,-0.2792
52.275,2.99547,0.07233,0.01954,-0.03591,-0.04011,-0.15071,0.04268,0.0232,-0.15249
52.325,2.99535,0.0706,0.01831,-0.16616,-0.1903,0.00871,0.19198,0.16444,-0.0017
52.375,2.99786,0.07061,0.01683,0.01608,0.05903,-0.06875,-0.02389,-0.06096,-0.06467
52.426,3.00028,0.07028,0.01577,0.06691,0.17476,-0.04924,-0.09052,-0.16677,-0.0379
52.476,3.00129,0.07167,0.01456,0.22456,0.2195,-0.16667,-0.25225,-0.19777,-0.15377
52.526,2.99919,0.07293,0.01354,0.03248,0.01653,-0.1942,-0.03389,-0.02612,-0.1929
52.576,2.99766,0.07182,0.01415,-0.11492,0.01205,-0.30878,0.11316,-0.05081,-0.30547
52.626,2.99621,0.06852,0.01094,-0.12712,-0.07852,0.13747,0.13701,0.06872,0.13315
52.676,2.99852,0.06595,0.01081,-0.05954,0.15038,0.22704,0.03724,-0.14181,0.23709
52.727,3.00074,0.06993,0.01043,0.20886,0.2699,-0.22659,-0.24448,-0.25341,-0.20934
52.777,2.99703,0.07099,0.01192,-0.08196,-0.07623,-0.3888,0.09268,0.03555,-0.39223
52.827,2.995,0.06938,0.01313,-0.18612,-0.16121,-0.36163,0.20866,0.10659,-0.36947
52.877,2.99457,0.06382,0.01224,-0.20835,-0.18965,0.0379,0.23373,0.15933,0.02827
52.927,2.99796,0.06114,0.01246,0.22719,0.22548,0.0544,-0.25727,-0.18701,0.06524
52.977,2.99679,0.05948,0.01283,0.2294,0.15743,0.23198,-0.25063,-0.10851,0.23797
53.028,2.99371,0.06008,0.01571,0.08655,0.06,-0.01342,-0.09434,-0.04739,-0.01115
53.078,2.99004,0.06195,0.01612,-0.19536,-0.12023,-0.07389,0.21173,0.08462,-0.07804
53.128,2.98891,0.06227,0.01649,-0.06634,-0.06277,-0.26322,0.0769,0.03505,-0.26549
53.178,2.98766,0.05942,0.01642,-0.19154,-0.14097,0.24518,0.2091,0.12488,0.23948
53.228,2.98945,0.06215,0.01852,0.06636,0.13563,-0.27657,-0.08365,-0.14158,-0.26879
53.278,2.98871,0.06209,0.0206,0.02279,0.16782,-0.29895,-0.04477,-0.18137,-0.28837
53.328,2.9863,0.06124,0.02164,-0.07315,-0.05846,-0.25571,0.08433,0.03012,-0.25717
53.379,2.98429,0.05859,0.02252,-0.21817,-0.23459,0.00839,0.25204,0.19792,-0.00046
53.429,2.98594,0.05635,0.02351,0.00198,-0.04051,-0.04518,0.00497,0.03758,-0.04742
53.479,2.98761,0.05382,0.02312,0.03339,0.05172,0.14206,-0.04299,-0.0379,0.14383
53.53,2.98929,0.05458,0.02461,0.34512,0.28502,-0.19551,-0.38113,-0.24069,-0.1881
53.581,2.9858,0.05438,0.02516,-0.03334,-0.05523,-0.24367,0.04549,0.03532,-0.2454
53.632,2.98366,0.05349,0.02631,-0.03105,-0.06548,-0.23562,0.04508,0.04632,-0.23789
53.683,2.98122,0.04969,0.02564,-0.22609,-0.17838,-0.07895,0.25298,0.13587,-0.0819
53.734,2.98226,0.04535,0.02505,-0.07534,-0.09365,0.26903,0.0845,0.09361,0.26631
53.785,2.98511,0.04649,0.02608,0.14798,0.25695,-0.18748,-0.18268,-0.24003,-0.17913
53.836,2.98316,0.04487,0.0261,0.02255,0.08772,-0.03737,-0.03539,-0.08481,-0.03397
53.887,2.98177,0.04505,0.0275,0.04556,0.00562,-0.27739,-0.04032,-0.01189,-0.278
53.939,2.97992,0.04217,0.0272,-0.17644,-0.22283,0.03718,0.2092,0.19324,0.03254
53.99,2.98017,0.0397,0.02706,-0.06452,-0.00915,0.06818,0.06375,0.00169,0.06948
54.041,2.98205,0.03922,0.02729,0.01014,0.08223,0.10351,-0.02521,-0.07507,0.10634
54.092,2.98251,0.04043,0.02686,0.21844,0.2284,-0.03379,-0.25112,-0.19247,-0.03038
54.142,2.98015,0.04276,0.02777,0.01498,0.02503,-0.30314,-0.01258,-0.03643,-0.30209
54.193,2.97687,0.04297,0.02685,-0.08545,-0.14738,-0.32485,0.11474,0.11615,-0.32847
54.243,2.97463,0.03943,0.02478,-0.20955,-0.23274,0.05388,0.24429,0.19703,0.04983
54.294,2.97723,0.03866,0.02316,0.11322,0.12693,0.08477,-0.13384,-0.10316,0.08697
54.345,2.9772,0.03985,0.02336,0.13955,0.20453,-0.29061,-0.16629,-0.19144,-0.28541
54.396,2.97322,0.03972,0.02275,0.06683,-0.00621,-0.18965,-0.06184,0.00911,-0.19121
54.448,2.96898,0.03944,0.02158,-0.26442,-0.20024,-0.24582,0.2984,0.14147,-0.24777
54.498,2.96833,0.03583,0.02197,-0.11192,-0.02061,-0.11359,0.11554,-0.00335,-0.11177
54.548,2.96773,0.03368,0.01949,-0.03825,0.0337,0.0185,0.0316,-0.03909,0.02036
54.599,2.96706,0.03155,0.01908,0.08481,0.08987,0.04467,-0.09971,-0.07225,0.04586
54.649,2.96446,0.03239,0.0193,-0.06452,-0.00678,-0.29964,0.06868,-0.01522,-0.2984
54.699,2.96177,0.03044,0.0197,-0.11685,-0.04958,-0.36241,0.12887,0.01581,-0.36138
54.75,2.95972,0.02648,0.01639,-0.06816,-0.07874,-0.11541,0.08257,0.06177,-0.11632
54.8,2.95924,0.02116,0.01338,0.02089,0.05228,0.28499,-0.03268,-0.041,0.28573
54.851,2.95899,0.01944,0.01065,0.07618,0.2516,0.25799,-0.12239,-0.22812,0.262
54.902,2.9568,0.02103,0.00818,0.10729,0.24528,-0.08699,-0.15016,-0.22329,-0.08269
54.953,2.95208,0.02212,0.00533,-0.23415,-0.00114,-0.05477,0.23024,-0.0442,-0.05354
55.004,2.94927,0.02366,0.00259,-0.09956,-0.07651,-0.12337,0.1121,0.05313,-0.12488
55.055,2.94789,0.02373,0.00111,-0.24923,-0.13442,-0.23186,0.26963,0.07845,-0.23471
55.106,2.94893,0.02232,-0.00174,-0.01434,0.09495,-0.1994,-0.00529,-0.10021,-0.19726
55.157,2.95015,0.02117,-0.00443,0.12428,0.19824,-0.16755,-0.16113,-0.17425,-0.16276
55.208,2.94898,0.02073,-0.00679,0.15254,0.1943,-0.19369,-0.18895,-0.16513,-0.18858
55.259,2.9459,0.01961,-0.00826,0.12535,0.13828,-0.20039,-0.15222,-0.11475,-0.1966
55.31,2.94142,0.01774,-0.01155,0.02739,-0.01614,-0.163,-0.02606,0.01881,-0.16294
55.36,2.93874,0.01382,-0.01356,0.14685,0.06218,0.0994,-0.15475,-0.03021,0.10223
55.411,2.93479,0.01334,-0.01733,0.20446,0.27505,-0.25832,-0.26162,-0.22959,-0.25105
55.462,2.92855,0.01113,-0.02052,0.08852,0.23338,0.10652,-0.13345,-0.20866,0.1109
55.513,2.9222,0.01231,-0.02281,0.01774,0.1899,-0.04878,-0.05985,-0.18182,-0.04602
55.564,2.91486,0.0125,-0.02231,0.0422,0.26768,-0.15092,-0.10498,-0.2524,-0.14658
55.615,2.90602,0.0117,-0.02301,0.01923,0.14126,0.03708,-0.05073,-0.13263,0.03917
55.666,2.8983,0.01074,-0.02325,-0.18603,-0.00987,0.17709,0.18732,-0.03442,0.17261
55.717,2.89811,0.01364,-0.02449,0.04791,0.18591,0.24686,-0.08462,-0.16703,0.25048
55.768,2.89953,0.02054,-0.02416,0.10852,0.26982,-0.07707,-0.17217,-0.23693,-0.06887
55.819,2.90101,0.02789,-0.02079,0.32654,0.40619,-0.45645,-0.42601,-0.32646,-0.43806
55.87,2.89697,0.03039,-0.01791,0.19093,0.05756,-0.14548,-0.20272,-0.01314,-0.14023
55.92,2.89879,0.02979,-0.0137,0.14257,0.14487,0.24424,-0.16817,-0.09997,0.25038
55.97,2.90862,0.03319,-0.00855,0.30604,0.58632,-0.39377,-0.43933,-0.51137,-0.37147
56.02,2.91441,0.031,-0.00608,0.56993,0.65328,-0.29767,-0.70617,-0.5163,-0.27381
56.071,2.91558,0.02859,-0.00229,0.22831,0.49181,-0.42797,-0.33636,-0.43963,-0.41321
56.121,2.91777,0.02866,0.00184,0.41833,0.49396,-0.66229,-0.52051,-0.40739,-0.64863
56.171,2.91714,0.02644,0.00765,0.22046,0.38506,-0.82124,-0.29931,-0.34881,-0.81243
56.222,2.91766,0.02222,0.01242,0.38916,0.66231,-0.91724,-0.5199,-0.5817,-0.90707
56.273,2.91892,0.01458,0.01779,0.27674,0.90079,-0.7426,-0.4583,-0.83089,-0.7342
56.323,2.92383,0.01152,0.02355,0.50098,1.27582,-1.04365,-0.74326,-1.15458,-1.04038
56.374,2.92729,0.00737,0.02883,0.85487,1.69161,-1.4244,-1.15686,-1.49031,-1.43593
56.424,2.9232,-0.00356,0.03476,0.57368,1.86721,-0.71257,-0.93952,-1.70144,-0.73872
56.474,2.92462,-0.01371,0.04201,0.79216,2.4504,-0.45251,-1.28039,-2.21993,-0.51893
56.524,2.92311,-0.01976,0.03807,0.43344,2.46583,0.50073,-0.97787,-2.31806,0.43506
56.574,2.92202,-0.02719,0.03308,0.55965,1.77283,1.91268,-1.00488,-1.64424,1.84423
56.624,2.92605,-0.02152,0.03683,-0.22153,0.80153,2.03711,-0.03781,-0.85708,2.02616
56.675,2.95234,-0.00419,0.05206,-0.28784,1.0128,0.80017,0.05025,-1.0443,0.80982
56.725,2.96151,0.02074,0.02566,0.50311,-0.53657,2.15219,-0.4451,0.67138,2.12698
56.775,2.95782,0.04623,0.01082,-2.37153,-2.98585,1.89334,2.87257,2.59003,1.77885
56.825,2.97917,0.05363,0.01914,-0.34106,-1.22962,0.4057,0.53098,1.1796,0.34565
56.875,2.9809,0.06218,0.02288,-0.83622,-1.29069,-0.89457,1.04285,1.08088,-0.95371
56.925,2.9846,0.06884,0.03227,0.00261,-0.82033,-2.11179,0.16997,0.65467,-2.16221
56.976,2.98783,0.08037,0.04511,-0.56552,-0.6458,-3.43328,0.768,0.25579,-3.44515
57.026,2.99567,0.09267,0.04578,-0.18194,-0.17514,-3.56578,0.3188,-0.20297,-3.55468
57.076,3.00107,0.09375,0.04262,-0.05309,0.45568,-2.76784,0.06952,-0.72925,-2.70828
57.126,2.99909,0.08845,0.03239,-0.09325,0.82107,-1.40369,0.00353,-0.95167,-1.32193
57.176,2.99162,0.08136,0.00997,0.08667,0.87731,0.52209,-0.21516,-0.80899,0.59077
57.226,2.96854,0.06375,-0.01772,0.01733,0.30253,3.27997,0.02419,-0.0986,3.29237
57.277,2.95443,0.04797,-0.02148,-0.05146,0.1837,1.6606,0.06625,-0.11833,1.66601
57.328,2.93906,0.02775,-0.03073,-0.68171,-0.6305,2.2398,0.87402,0.52676,2.19945
57.38,2.93973,0.02219,-0.02573,-0.98962,-0.54064,1.20186,1.1131,0.35055,1.16372
57.431,2.95388,0.04124,-0.02974,1.60473,-0.13377,-0.41365,-1.5658,0.41812,-0.37096
57.482,2.93586,0.03657,-0.02586,-0.05547,-1.3046,-0.35333,0.30901,1.25408,-0.40212
57.533,2.93913,0.03435,-0.00033,0.06303,-0.30721,-2.28726,-0.01655,0.23663,-2.29644
57.584,2.95105,0.05311,0.01016,0.59446,0.8091,-3.83509,-0.73707,-0.88833,-3.79257
57.635,2.95379,0.06376,0.01143,0.31418,1.20016,-4.04763,-0.53498,-1.38021,-3.96626
57.686,2.94268,0.05557,0.00533,-0.08711,0.8074,-1.34942,-0.08166,-0.88235,-1.302
57.737,2.93325,0.03899,0.0091,-0.75057,0.72024,0.04123,0.58546,-0.85746,0.0761
57.788,2.93502,0.02218,0.00213,-0.45975,0.40271,2.93892,0.37464,-0.42324,2.94811
57.838,2.96056,0.02471,0.01871,-1.11172,0.41044,2.12193,0.98998,-0.54452,2.15184
57.889,2.99522,0.00872,0.04013,-0.75216,1.11505,2.06788,0.50147,-1.18251,2.10604
57.94,3.0144,0.0109,0.01095,-2.64794,-1.11362,3.62779,2.73332,0.81323,3.6442
57.991,3.06156,0.02979,-0.00431,-0.90222,-0.47539,0.59057,0.94124,0.41874,0.57226
58.042,3.09319,0.03831,-0.01603,-0.49496,-0.59469,0.77759,0.53694,0.59845,0.74622
58.093,3.13109,0.07173,-0.00689,-0.6618,-0.64749,-2.4316,0.64993,0.46443,-2.47624
58.144,3.1743,0.11328,0.01014,0.14941,0.09856,-4.92271,-0.07801,-0.65745,-4.88127
58.194,3.20258,0.13773,-0.00072,-0.48791,0.75494,-4.44205,0.56657,-1.32565,-4.29667
58.244,3.19685,0.12019,-0.03714,-0.48162,0.12516,0.05187,0.48912,-0.09331,0.04871
58.294,3.18089,0.09107,-0.06143,-0.24503,-0.75418,3.4464,0.41403,1.07962,3.34208
58.345,3.16939,0.07011,-0.05821,-0.95819,-0.7102,3.78669,1.14947,1.00172,3.66563
58.395,3.17173,0.06097,-0.04617,-0.25049,-0.0108,2.67215,0.36817,0.1839,2.65215
58.445,3.17487,0.058,-0.03261,-0.4718,-0.37901,0.77572,0.48251,0.43872,0.73668
58.495,3.17665,0.05258,-0.03849,0.91198,-1.07979,1.52751,-0.89267,1.12976,1.50257
58.545,3.18109,0.05078,-0.03372,0.36035,-1.237,-0.23991,-0.41628,1.20836,-0.29013
58.595,3.20086,0.06015,-0.02317,0.56214,0.04095,-2.05796,-0.59889,-0.19959,-2.03823
58.645,3.21926,0.08783,-0.01684,0.69816,0.6439,-3.74215,-0.68363,-1.02474,-3.659
58.696,3.22045,0.10465,-0.01891,-0.05143,0.79055,-3.40258,0.07704,-1.13917,-3.30175
58.746,3.2083,0.10293,-0.0208,-0.67846,0.28527,-0.99629,0.68196,-0.34286,-0.97553
58.796,3.20502,0.09701,-0.01362,-0.93708,0.01393,1.06814,0.94403,0.14848,1.05167
58.846,3.22052,0.10352,0.00048,-0.92117,0.18374,1.09802,0.92324,0.00355,1.11156
58.896,3.24988,0.10826,0.01674,-1.34559,0.06581,1.67681,1.29684,0.25984,1.69627
58.946,3.30745,0.13265,0.02983,-1.43468,0.75579,0.71327,1.50056,-0.40704,0.84907
58.997,3.34532,0.15225,0.00712,-0.41461,0.18099,-0.23138,0.45085,-0.12491,-0.19833
59.047,3.35584,0.10894,0.00584,-1.71025,-1.10752,1.79814,1.38498,1.62927,1.67697
59.097,3.38416,0.08794,0.01324,-1.53364,-1.42988,0.84245,1.11745,1.82187,0.73376
59.147,3.43423,0.09588,0.02881,-0.28611,-0.49951,-2.23049,0.25325,0.37349,-2.25894
59.197,3.49195,0.11953,0.03135,0.80213,0.60517,-3.69372,-0.28592,-1.2161,-3.61836
59.247,3.52663,0.13915,0.01046,0.21052,1.20281,-3.71356,0.48187,-1.64606,-3.51281
59.298,3.53449,0.13566,-0.0228,-0.4642,0.9546,-0.25752,0.7993,-0.73181,-0.13647
59.348,3.52262,0.12762,-0.04664,-0.30447,0.33743,1.94,0.3997,0.06333,1.951
59.398,3.49603,0.10656,-0.04286,-0.81663,-0.82856,3.38145,0.49171,1.43959,3.23626
59.448,3.48558,0.08982,-0.02657,-0.91613,-0.40604,2.24849,0.71476,0.89745,2.17797
59.498,3.4825,0.07388,-0.0191,-1.20062,-1.1674,1.02273,0.73582,1.57463,0.91071
59.548,3.49848,0.061,-0.02205,0.14482,-1.47891,1.35958,-0.6523,1.42086,1.26975
59.599,3.51634,0.05621,-0.02191,0.22332,-1.25396,-0.09154,-0.66613,1.07811,-0.15694
59.649,3.54298,0.05118,-0.00526,0.24881,-0.37295,-1.41951,-0.35308,0.17596,-1.4354
59.699,3.57519,0.07194,0.00604,0.43516,0.49489,-3.29566,-0.06982,-0.83752,-3.25413
59.749,3.59133,0.08716,0.00853,0.38923,1.06697,-4.10858,0.29875,-1.43351,-4.00327
59.799,3.58867,0.07182,0.01311,-0.21411,0.46164,-1.63455,0.46206,-0.41895,-1.59427
59.849,3.59125,0.04991,0.02188,-0.51016,0.36102,0.7584,0.58444,-0.07568,0.78643
59.899,3.6076,0.04933,0.03298,-0.12621,0.38826,1.03015,0.23368,-0.25949,1.05164
59.95,3.63115,0.04318,0.04439,-0.26206,0.46513,1.6889,0.34894,-0.25754,1.71736
60,3.66511,0.03662,0.06306,-0.39872,1.20753,2.1331,0.79206,-0.84507,2.19675
60.05,3.6838,0.04455,0.04526,-0.53644,-0.03963,1.79895,0.32703,0.33793,1.81781
60.1,3.69563,0.03323,0.03518,-1.79654,-1.35365,1.90095,0.72388,2.11541,1.91692
60.151,3.72565,0.02858,0.04202,-0.11131,-0.78658,0.14269,-0.3481,0.71745,0.12471
60.202,3.75035,0.03653,0.05156,-0.41148,-0.65306,-1.61328,0.06532,0.77029,-1.61272
60.253,3.79349,0.05774,0.0705,0.82954,0.0413,-3.84857,-0.28082,-0.54913,-3.88856
60.304,3.82045,0.08511,0.05869,1.10185,0.81672,-4.03398,0.05745,-1.44613,-4.00743
60.355,3.8214,0.08984,0.03349,0.33218,0.50611,-2.2989,0.24878,-0.71341,-2.25401
60.406,3.79925,0.07501,0.00708,0.16646,-0.13691,1.39655,-0.28693,0.08301,1.38116
60.457,3.76702,0.0526,0.01286,-0.27236,-1.10783,2.31191,-0.52225,1.13759,2.25378
60.508,3.75163,0.02493,0.02607,0.41973,-0.20075,2.34342,-0.54225,-0.06325,2.32595
60.558,3.73679,0.00775,0.02989,0.2572,0.25818,1.74496,-0.11885,-0.37603,1.73844
60.609,3.71981,-0.01273,0.01655,1.05755,-0.79171,2.49121,-1.33549,0.03616,2.48324
60.66,3.70127,-0.01906,0.00919,0.55607,-1.70447,2.77498,-1.36955,1.09065,2.80174
60.711,3.69684,0.0051,0.03535,1.55091,0.09662,-2.0749,-1.19812,-0.86972,-2.12791
60.762,3.68637,0.03162,0.04917,1.6892,0.55667,-3.60134,-0.94292,-1.35795,-3.66058
60.813,3.65685,0.06142,0.05075,1.14809,0.58794,-4.25258,-0.39062,-1.1993,-4.26114
60.864,3.61349,0.06225,0.05222,0.61251,0.01793,-2.15716,-0.37457,-0.36395,-2.18084
60.915,3.57498,0.0451,0.0664,0.04208,-0.31193,0.12479,-0.17879,0.26667,0.10753
60.966,3.55656,0.01858,0.09656,0.21672,-0.03868,1.30357,-0.33757,-0.08054,1.27567
61.017,3.56559,-0.0082,0.12186,0.00647,0.87316,2.93487,0.038,-0.967,2.90506
61.067,3.5734,0.01104,0.10857,0.61261,1.4909,2.06558,-0.14163,-1.68259,2.00337
61.118,3.5383,0.02134,0.06012,-0.2927,-0.57157,2.06684,-0.08301,0.63292,2.06802
61.17,3.49937,0.03046,0.02828,0.08416,-1.49797,1.439,-0.65656,1.39972,1.38977
61.22,3.45517,0.02898,0.02171,-0.04818,-0.8191,0.31648,-0.21611,0.80031,0.29358
61.271,3.4369,0.04722,0.04126,-0.60184,-0.46944,-2.9265,0.59413,0.52784,-2.91811
61.321,3.43666,0.08529,0.02932,0.84852,1.02913,-4.24114,-0.28872,-1.5391,-4.16103
61.371,3.41734,0.11276,-0.00042,0.19523,0.728,-3.43042,0.1128,-1.12099,-3.32664
61.421,3.38721,0.11953,-0.02453,-0.3837,0.32816,-0.79514,0.45569,-0.32055,-0.75945
61.471,3.34278,0.10649,-0.03677,-0.5925,-0.40283,2.11742,0.5319,0.74445,2.03953
61.521,3.30176,0.08474,-0.02559,-0.73669,-0.89702,3.03189,0.62042,1.26385,2.92531
61.573,3.27906,0.07066,-0.00525,-0.08789,-0.25657,2.69025,0.03997,0.45559,2.66492
61.623,3.26351,0.06399,0.01711,0.03664,-0.37716,0.76864,-0.10116,0.41627,0.74221
61.674,3.24335,0.04721,0.01698,1.31716,-1.25435,1.6989,-1.47415,1.18846,1.61524
61.724,3.23301,0.04121,0.02079,1.52033,-0.86743,-0.15551,-1.58885,0.71695,-0.22265
61.774,3.22577,0.04026,0.03163,1.94942,0.44896,-1.71352,-1.84383,-0.67743,-1.7548
61.824,3.21323,0.06419,0.03614,1.29406,0.47687,-3.51144,-1.11297,-0.78567,-3.51799
61.875,3.18815,0.08761,0.03447,1.38059,1.33933,-4.62243,-1.13802,-1.79749,-4.53217
61.925,3.1341,0.07678,0.03119,-0.37709,0.44444,-0.69419,0.39483,-0.49842,-0.64599
61.975,3.10102,0.06655,0.0364,-0.47442,0.16444,1.85975,0.4045,-0.05579,1.88257
62.026,3.08674,0.06189,0.05249,-0.57613,0.77804,2.05655,0.43123,-0.6723,2.12808
62.077,3.09331,0.05525,0.07003,-1.22075,1.073,3.06434,0.95882,-0.94521,3.19672
62.128,3.10355,0.08241,0.04355,0.44762,-0.2328,2.59133,-0.54273,0.46449,2.5415
62.179,3.09519,0.08251,0.03276,-0.98156,-1.81427,2.26746,0.99845,1.95331,2.14105
62.229,3.10346,0.09317,0.04016,0.8978,-0.51765,-1.09417,-0.83689,0.44256,-1.1726
62.28,3.09734,0.1056,0.04906,0.14352,-1.04013,-2.68547,0.02158,0.75065,-2.78393
62.331,3.11262,0.12325,0.05857,0.48155,-0.22626,-4.58464,-0.22216,-0.3353,-4.59786
62.382,3.11684,0.1394,0.04064,0.59467,0.65183,-3.75586,-0.4704,-1.15901,-3.64972
62.433,3.10562,0.13768,0.01425,-0.32377,0.07578,-1.05049,0.33063,-0.23063,-1.02547
62.484,3.08533,0.12271,-0.00723,-0.00361,-0.62527,2.46894,0.07331,0.92008,2.37375
62.536,3.06353,0.10676,-0.00349,-0.20942,-0.60514,3.16611,0.29302,0.91893,3.08286
62.587,3.04944,0.0951,-0.00197,0.99768,-0.44995,2.38795,-0.92665,0.76336,2.33639
62.638,3.02759,0.0666,0.00791,-0.04517,-0.90225,1.47278,0.14687,0.98799,1.40978
62.689,3.02449,0.05401,0.00468,0.44147,-0.76012,1.14911,-0.34787,0.86751,1.10432
62.74,3.02235,0.04854,-0.01054,1.95805,0.03236,-0.90743,-1.96249,0.15923,-0.88413
62.791,3.01492,0.03781,-0.0094,0.62535,0.01098,-1.53727,-0.64335,0.01251,-1.52981
62.842,3.01696,0.05275,-0.0132,1.33182,1.05125,-3.48583,-1.52025,-1.05182,-3.40769
62.892,3.00098,0.06717,-0.01915,0.81181,1.05514,-2.67077,-1.02679,-1.09788,-2.57793
62.943,2.97835,0.07064,-0.01023,-0.46832,0.756,-1.10419,0.31565,-0.89559,-1.0528
62.993,2.96512,0.07378,-0.01044,0.22107,0.58705,0.91516,-0.29912,-0.47266,0.9582
63.043,2.9549,0.07314,-0.00037,-0.63419,-0.11237,2.03002,0.67224,0.13802,2.01614
63.093,2.97273,0.07055,0.02399,-0.37074,0.28689,1.71497,0.29712,-0.21772,1.73931
63.143,2.99273,0.07149,0.02906,0.65004,-0.05544,2.06036,-0.67195,0.30409,2.03143
63.193,2.99244,0.06504,0.02914,-0.66253,-0.77861,0.14116,0.76783,0.68085,0.10946
63.244,2.99508,0.04633,0.03559,0.27596,-0.14821,-0.83666,-0.22748,0.14362,-0.8519
63.294,2.99208,0.03749,0.04256,-0.22294,-0.21957,-1.98295,0.32535,0.09815,-1.97851
63.344,3.00007,0.04601,0.04397,0.52023,0.54574,-3.48392,-0.46255,-0.64751,-3.47462
63.394,2.9967,0.05395,0.0313,-0.21903,0.56881,-2.77602,0.19905,-0.75387,-2.7331
63.445,2.99051,0.06055,0.00897,-0.52091,0.2752,-0.57584,0.47351,-0.38492,-0.55345
63.496,2.97702,0.06277,-0.01503,0.08064,-0.3937,1.55944,0.02399,0.49355,1.53271
63.547,2.9569,0.04168,-0.02195,0.23055,-0.45753,2.62729,-0.06579,0.58888,2.61037
63.598,2.93743,0.0192,-0.0245,0.44818,-0.27598,2.97281,-0.29989,0.40236,2.97705
63.649,2.9158,0.00273,-0.02163,-0.73703,-0.873,1.97874,0.95651,0.68152,1.95995
63.7,2.91475,-0.00897,-0.02006,0.76177,-0.84859,1.4561,-0.52578,0.97867,1.47864
63.751,2.90758,-0.01356,-0.02217,0.97917,-0.59602,0.28912,-0.8088,0.80113,0.31881
63.802,2.91267,-0.00616,-0.00872,0.57935,-0.00006,-1.86827,-0.57746,0.14639,-1.86311
63.852,2.92392,0.0277,0.00106,0.68808,0.37275,-3.7689,-0.77096,-0.31801,-3.75785
63.903,2.92239,0.05378,-0.00342,0.77259,0.35932,-3.69648,-0.88764,-0.37327,-3.66916
63.955,2.90741,0.05385,0.00823,-1.00553,0.43028,-1.5571,0.87146,-0.73531,-1.52337
