time[s],ar[rad],br[rad],gr[rad],ax[m/s^2],ay[m/s^2],az[m/s^2],awx[m/s^2],awy[m/s^2],awz[m/s^2]
20.827,6.27909,0.00774,1.56644,0.65158,0.03815,0.03013,0.03314,0.04305,-0.65113
20.878,6.27906,0.00778,1.5664,0.54878,-0.01389,-0.02293,-0.02056,-0.00953,-0.54897
20.929,6.27905,0.00785,1.56646,0.3719,0.03481,0.05343,0.05519,0.0375,-0.37139
20.981,6.27911,0.00776,1.56643,0.56599,-0.05066,0.0157,0.01798,-0.04634,-0.56629
21.032,6.27902,0.00775,1.56642,0.57736,0.01733,-0.0297,-0.02709,0.02192,-0.57734
21.083,6.27907,0.00778,1.56644,0.30218,0.07181,0.01141,0.01303,0.07411,-0.30156
21.133,6.27903,0.00767,1.56643,0.4596,-0.07743,0.01061,0.01231,-0.07396,-0.46013
21.184,6.27912,0.00764,1.56634,0.43177,0.0798,-0.05595,-0.05368,0.08331,-0.43139
21.234,6.27911,0.00767,1.56637,0.52514,0.0185,-0.04297,-0.04055,0.02269,-0.52517
21.284,6.27917,0.00761,1.56633,0.62316,0.02426,0.0101,0.013,0.02895,-0.6229
21.334,6.27923,0.00756,1.56633,0.4828,-0.00145,-0.02511,-0.02294,0.00229,-0.48291
21.384,6.27916,0.00764,1.56642,0.35785,0.05686,0.01441,0.01621,0.05953,-0.35734
21.434,6.27922,0.0075,1.56628,0.54341,-0.04575,0.01602,0.01831,-0.04174,-0.54366
21.485,6.27916,0.00757,1.56633,0.33541,0.01252,-0.00837,-0.00681,0.01509,-0.33534
21.535,6.27916,0.0076,1.56632,0.28647,0.05011,-0.01252,-0.01102,0.05233,-0.28614
21.585,6.27914,0.00753,1.5663,0.41951,-0.04826,-0.03209,-0.03039,-0.04498,-0.42
21.635,6.27913,0.00764,1.56625,0.37416,0.14179,-0.01438,-0.01209,0.1447,-0.37312
21.685,6.2792,0.00753,1.56637,0.50824,-0.01924,0.03003,0.03222,-0.01555,-0.50824
21.736,6.27921,0.00759,1.56628,0.37775,0.01525,-0.0171,-0.01532,0.01817,-0.3777
21.786,6.2792,0.00761,1.56631,0.13459,0.04842,-0.01179,-0.01099,0.04948,-0.13427
21.836,6.27921,0.00746,1.56632,0.3019,-0.10425,0.01013,0.01107,-0.10205,-0.30262
21.886,6.27924,0.00753,1.56629,0.10108,0.08315,-0.04731,-0.04652,0.08409,-0.10066
21.936,6.27927,0.00741,1.56641,0.07131,0.00456,0.01115,0.01148,0.00505,-0.07123
21.987,6.2793,0.00749,1.56625,0.16497,-0.03997,-0.00061,-0.00001,-0.03873,-0.16527
22.038,6.27933,0.00749,1.56629,0.06457,0.05853,0.00399,0.00451,0.059,-0.06411
22.089,6.27939,0.00745,1.56625,0.1759,-0.03477,-0.02929,-0.02862,-0.03335,-0.17629
22.139,6.27942,0.00753,1.56636,0.1135,0.09184,0.02819,0.02904,0.09259,-0.11268
22.189,6.27947,0.00747,1.56633,0.08627,0.00932,-0.00951,-0.00909,0.01,-0.08624
22.239,6.27948,0.00758,1.56629,0.12397,-0.02973,-0.00741,-0.00696,-0.02876,-0.12422
22.29,6.27949,0.00759,1.56633,0.03733,0.03196,-0.01706,-0.01677,0.03231,-0.03716
22.34,6.2795,0.00761,1.56631,0.09194,0.0404,-0.03397,-0.03341,0.04122,-0.09178
22.39,6.27952,0.00758,1.56635,0.08611,0.02744,0.04614,0.04662,0.02792,-0.0857
22.44,6.27944,0.00761,1.56624,0.00635,-0.02896,-0.03401,-0.03409,-0.02879,-0.00672
22.49,6.27944,0.00768,1.56628,0.01203,0.06328,0.01133,0.01162,0.06333,-0.01149
22.54,6.27947,0.00763,1.56625,0.01712,-0.02308,0.00721,0.00721,-0.02297,-0.01726
22.591,6.27945,0.0077,1.56626,0.01667,0.05718,0.01009,0.01038,0.05727,-0.01618
22.642,6.2796,0.00761,1.56622,0.11633,0.04013,-0.02755,-0.02687,0.04111,-0.11615
22.693,6.27948,0.00767,1.5662,0.01128,-0.02707,0.01947,0.01942,-0.02705,-0.0114
22.744,6.27956,0.00773,1.56616,-0.07088,0.02671,0.01413,0.01389,0.02611,0.07115
22.795,6.27956,0.00763,1.56614,0.02475,-0.0289,-0.03339,-0.03338,-0.02859,-0.02512
22.846,6.27962,0.00771,1.56614,0.00155,0.07654,0.01288,0.01316,0.0765,-0.0009
22.897,6.27966,0.00759,1.56617,-0.017,-0.00714,-0.02365,-0.02375,-0.00719,0.01683
22.948,6.27964,0.00772,1.56614,-0.06534,-0.01255,-0.00137,-0.00172,-0.01305,0.06524
22.999,6.27959,0.00766,1.56609,-0.05067,0.06087,-0.01623,-0.01625,0.06054,0.05106
23.049,6.2796,0.00766,1.56613,-0.00428,-0.01094,0.01588,0.01582,-0.01103,0.00427
23.1,6.27964,0.00771,1.56611,0.02683,0.05442,-0.02036,-0.02004,0.0547,-0.02651
23.151,6.27958,0.00769,1.56611,-0.03676,-0.01477,-0.02739,-0.02761,-0.01495,0.03652
23.202,6.27957,0.00772,1.56615,0.01801,0.03439,0.01552,0.01573,0.03447,-0.01767
23.254,6.27961,0.00766,1.56615,0.0225,-0.01367,-0.0067,-0.00664,-0.01347,-0.02264
23.304,6.2796,0.00769,1.5661,-0.05322,0.02981,-0.02149,-0.02163,0.02948,0.05335
23.354,6.27967,0.00764,1.5662,-0.00174,0.02428,0.00638,0.00646,0.02424,0.00195
23.405,6.27963,0.00766,1.56617,-0.05471,-0.00878,-0.00029,-0.00057,-0.0092,0.05464
23.456,6.27965,0.00771,1.56615,0.00574,0.06296,0.02193,0.02218,0.06292,-0.00515
23.507,6.27962,0.00764,1.56612,-0.05486,-0.03467,-0.01445,-0.01483,-0.03504,0.05453
23.558,6.27954,0.00774,1.56619,-0.02299,0.04466,0.01226,0.01232,0.04443,0.02339
23.609,6.27951,0.00765,1.56616,-0.03586,0.02779,-0.05847,-0.05854,0.02773,0.0358
23.659,6.27948,0.00766,1.56612,0.07757,-0.03004,0.04081,0.04107,-0.0296,-0.0776
23.709,6.2795,0.00772,1.56622,0.05452,0.05443,-0.00728,-0.00683,0.05487,-0.05413
23.759,6.27948,0.00765,1.56617,0.05438,-0.03821,-0.0102,-0.01009,-0.03775,-0.05471
23.809,6.27938,0.00778,1.56624,-0.00399,0.04375,-0.00877,-0.00862,0.04375,0.00429
23.86,6.27944,0.00773,1.56614,0.05646,0.0367,-0.06005,-0.05964,0.03736,-0.05646
23.911,6.27938,0.00779,1.56621,-0.00878,-0.02093,0.0361,0.03598,-0.02113,0.00878
23.962,6.27936,0.00783,1.56624,-0.01192,0.05008,-0.04712,-0.04698,0.05017,0.0121
24.013,6.27933,0.00782,1.56624,-0.13867,-0.04918,0.05869,0.05787,-0.05049,0.13854
24.064,6.27931,0.00789,1.56626,-0.2108,0.1134,-0.00585,-0.00638,0.11176,0.21166
24.115,6.27933,0.00775,1.56617,-0.09228,-0.04232,-0.02115,-0.02174,-0.04295,0.09185
24.166,6.27927,0.008,1.56622,-0.07299,-0.00712,0.01306,0.0127,-0.00776,0.07299
24.217,6.27941,0.00784,1.56624,0.00154,0.08806,-0.02714,-0.0268,0.08817,-0.00098
24.268,6.27937,0.00791,1.56619,-0.03483,0.0225,-0.00927,-0.00934,0.02226,0.03496
24.319,6.27943,0.00786,1.56616,-0.04171,0.00086,-0.07177,-0.07196,0.0008,0.04138
24.37,6.2794,0.00785,1.56622,-0.1035,-0.04005,0.06365,0.06302,-0.04111,0.10348
24.421,6.27946,0.0079,1.56613,-0.08017,0.05812,-0.03905,-0.03921,0.05764,0.08044
24.472,6.27949,0.00775,1.56601,-0.0022,0.0358,-0.03108,-0.03096,0.0359,0.00233
24.523,6.27947,0.00782,1.56612,-0.05338,0.03013,0.05982,0.05968,0.02949,0.05389
24.574,6.2793,0.00797,1.56563,-0.1206,-0.06245,-0.22709,-0.22796,-0.06252,0.11892
24.625,6.27863,0.0082,1.56539,-0.09474,0.08947,0.16829,0.16818,0.08792,0.09638
24.675,6.27919,0.00808,1.5654,-0.01632,0.04066,0.04255,0.04262,0.04036,0.01688
24.726,6.28034,0.00776,1.56622,0.1461,0.03851,-0.1914,-0.19062,0.04019,-0.14667
24.777,6.27998,0.00791,1.56629,0.12215,-0.00871,0.06773,0.06826,-0.00796,-0.12191
24.828,6.27959,0.00801,1.56596,0.0494,0.00634,-0.14854,-0.14827,0.00727,-0.05007
24.879,6.27951,0.00798,1.56585,-0.12658,0.03342,-0.00672,-0.00722,0.03243,0.1268
24.93,6.27939,0.00796,1.56607,-0.17879,-0.04779,0.03845,0.03742,-0.04936,0.17858
24.98,6.27938,0.00804,1.56596,-0.15486,0.00582,-0.06818,-0.06891,0.00484,0.15457
25.03,6.27938,0.00802,1.56615,-0.16113,0.00712,0.08811,0.08738,0.00549,0.16159
25.08,6.27941,0.00802,1.56609,-0.18223,0.04645,-0.10091,-0.1016,0.04538,0.18212
25.13,6.27942,0.00799,1.56606,-0.15994,-0.00355,0.01118,0.0104,-0.00486,0.15995
25.181,6.27934,0.00802,1.56612,-0.00087,0.01717,-0.01784,-0.01777,0.01723,0.00093
25.231,6.27938,0.00796,1.56606,0.05225,0.08118,-0.02852,-0.02796,0.0817,-0.05174
25.281,6.2794,0.00789,1.56608,0.02308,0.01153,0.0115,0.01165,0.01166,-0.02293
25.331,6.27943,0.00796,1.56607,0.03235,-0.00143,-0.04921,-0.04906,-0.00098,-0.03259
25.381,6.2794,0.00797,1.56604,0.05464,0.0148,0.0198,0.02012,0.01515,-0.05443
25.432,6.27821,0.00856,1.56515,0.23636,0.15132,0.28085,0.28294,0.15191,-0.23347
25.484,6.27901,0.00813,1.56544,0.02198,-0.00172,0.20505,0.20515,-0.0024,-0.0209
25.535,6.27995,0.00781,1.5666,-0.29816,0.05255,-0.23408,-0.23517,0.05099,0.29758
